normalized_occurrence_id	source_id	form_raw	normalized_form	search_key	script	form_type	language_guess	language_normalized	gloss_or_translation	gloss_normalized	printed_page	pdf_page	section_or_chapter	source_pattern	quality_flags	context	resolution_status	resolution_action	include_in_unique	human_collation_note
WATKINS-NFORM-02579	WATKINS-FORM-02234	the generations are	the generations are	the generations are	latin-script	attested_or_cited_form	Indo-European	Sanskrit/Vedic	links	links	351	368	35. Latin tarentum, the ludi saeculares, and Indo-European eschatology	form_plus_single_quote_gloss		dayam 'may this fetter not bind us'. Vedic setuh is also the word for 'bridge'. In the ancient metaphor which underlies IE *sah,i-tlo-m (*-tlo- nomen instrumenti) the 'lifespans', the generations are 'links' in the chain of human life.5 We have seen the Indo-European ideological background of Lat. saeculum and the ludi Saeculares. Let us return to the term with which we began. Varro glosses tarent	not-suspect		true	
WATKINS-NFORM-02580	WATKINS-FORM-01876	The hawk is also in Homer	The hawk is also in Homer	the hawk is also in homer	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	swiftest of flying creatures	swiftest of flying creatures	171	188	14. A late Indo-European traditional epithet	form_plus_single_quote_gloss		adjective coicuTiETTy; 'swift-flying' is used both of horses (Iliad) and hawks (Hesiod), as well as; ' swift- winged' of the latter and 'swift-footed' of the former. The hawk is also in Homer 'swiftest of flying creatures'. Vedic shows the hapaxdsupdtva 'swift-flying' as epithet of syendh 'eagle' in the same hymn complex (RV 4.26.4-27.5, to the eagle	not-suspect		true	
WATKINS-NFORM-02581	WATKINS-FORM-02154	The Hittite verb kuenta	The Hittite verb kuenta	the hittite verb kuenta	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	killed	killed	321	338	30. The root *gʷhen-: Hittite kuen- and the Indo-European theme and formula	form_plus_single_quote_gloss		USilluy[(ankan)] kuenta DINGIRMES-s=a katti=ssi eser ``` ```text Tarhunnas came and he killed the serpent; and the gods were with him. ``` The Hittite verb kuenta 'killed' makes an exact equation with Vedic dhan(ri), hdn, and Avestany'a«(a|), reflecting Indo-European *gʷhen-t.2 It is most important to note that the Hittite sentence, like the Vedic and Avest	not-suspect		true	
WATKINS-NFORM-02582	WATKINS-FORM-01702	. The Indo-European root *ueKJ-	The Indo-European root *ueKJ-	the indo-european root uekj	latin-script	attested_or_cited_form	Celtic	Sanskrit/Vedic	speak	speak	119	136	9. Ireland and the art of the syllable	form_plus_single_quote_gloss		"('spell, incantation'). 8 A possibly very old term is the word for a kind of metrical fault anocht, which corresponds exactly to Vedic anukta- 'unuttered' (Kausitaki-Brahmana 16.6). The Indo-European root *ueKJ- 'speak', zero-grade in *n-uk""-to- 'not (to be) spoken', survived in Celtic only in isolated lexical items like focca/ 'word' < *uokl'-tlo-. The word anocht could not have been freely forme"	not-suspect		true	
WATKINS-NFORM-02583	WATKINS-FORM-02131	the Indo-Iranian dragon adversary is just	the Indo-Iranian dragon adversary is just	the indo-iranian dragon adversary is just	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	serpent, snake	serpent, snake	304	321	28. The root *gʷhen-: Vedic han-	form_plus_single_quote_gloss		t noun *Urtram meaning 'resistance'; the channel is the divine epithet vftra-han- (Iranian vrVra-jan-), originally 'smashing resistance'. The original and inherited designation of the Indo-Iranian dragon adversary is just 'serpent, snake': Sanskrit dhi-, Avestan azi-. The well-known Rig-Vedic hymn to Indra 1.32 presents the myth in nuce in its first strophe: ```text indrasya nu viryan	not-suspect		true	
WATKINS-NFORM-02584	WATKINS-FORM-02248	the lifespan is	the lifespan is	the lifespan is	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	gotten across	gotten across	352	369	35. Latin tarentum, the ludi saeculares, and Indo-European eschatology	form_plus_single_quote_gloss		Further illustrations are given in chap. 40. Significantly in Vedic what is crossed over is more frequently 'life, lifespan'. The formula is pra tar' + dyus- 'lifespan' (*h,oiu-): the lifespan is 'gotten across', whence 'lengthened, prolonged'. This variant is well discussed by Geib 1975, who notes the etymological figure in RV 8.79.6: prem ayus tarid atirnam May (soma) bring him across the uncr	not-suspect		true	
WATKINS-NFORM-02585	WATKINS-FORM-01974	the likewise inherited merism of adjectives	the likewise inherited merism of adjectives	the likewise inherited merism of adjectives	latin-script	attested_or_cited_form	Indo-European	Sanskrit/Vedic	seen (and) unseen	seen (and) unseen	221	238	18. Umbria: The Tables of Iguvium	form_plus_single_quote_gloss		24 uas est (NN+ V (NIf there is a f there f l a w, with a related abstract noun, s-stem *uak-os.14 The nominalization in the last example made possible the addition of the likewise inherited merism of adjectives 'seen (and) unseen': uirseto auirseto uas est. The latter is the figure of Latin uisos inuisosque, Vedic drstams ca adfstarhs ca discussed in chap. 17. The Indo-European styl	not-suspect		true	
WATKINS-NFORM-02586	WATKINS-FORM-02091	the litany of mantras or yajumsi	the litany of mantras or yajumsi	the litany of mantras or yajumsi	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	spells	spells	267	284	25. The Asvamedha or Horse Sacrifice: An Indo-European liturgical form	form_plus_single_quote_gloss		ground, and they copulate more ferarum, in the manner of beasts. The symbolism is clear. Our concern in the present chapter is only the liturgical aspect of the Indian Asvamedha, the litany of mantras or yajumsi 'spells' recited at each sequential ritual act in the Vedic Asvamedha, which are given with greater or lesser variation in the various saṃhitās of the White (Vajasaneyl-Sarhhita) and Blac	not-suspect		true	
WATKINS-NFORM-02587	WATKINS-FORM-02187	the Luvian verb widai- a meaning	the Luvian verb widai- a meaning	the luvian verb widai- a meaning	latin-script	attested_or_cited_form	Luvian	Sanskrit/Vedic	divide	divide	337	354	33. ‘Like a reed’: The Indo-European background of a Luvian ritual	form_plus_single_quote_gloss		we do not expect a specific verb (and preverb) like 'break apart' (arha duwarna-). Melchert loc. cit. for etymological reasons (Sanskrit vi-dha- lit. 'put apart') would assign to the Luvian verb widai- a meaning 'divide'. But such is surely rather flat for a ritual imprecation with the gods as subject. Since the reed baskets in the ritual and the reeds of the Luvian simile are not 'divided' but u	not-suspect		true	
WATKINS-NFORM-02588	WATKINS-FORM-01427	the metrical contexts of the formula	the metrical contexts of the formula	the metrical contexts of the formula	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	imperishable fame	imperishable fame	21	38	2. Sketch for a history of Indo-European poetics	form_plus_single_quote_gloss		wing is quite unlikely. The general consensus now is that the line must somehow reflect the combination of two hemistichs. I argued in passing in 1969 for a historical relation of the metrical contexts of the formula 'imperishable fame' in Greek and Vedic, and this topic was pursued in considerable detail in Nagy 1974, attacking the metrical problem via formulaics and formula boundary (typically c	not-suspect		true	
WATKINS-NFORM-02589	WATKINS-FORM-02210	the myth, for the verb tarhta	the myth, for the verb tarhta	the myth for the verb tarhta	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	vanquished	vanquished	343	360	34. Second variant: The root *terh₂-	form_plus_single_quote_gloss		"ote the iconic etymological figure in the Hittite, phonetically Tarhunnan tarhta or Tarhuntan tarhta. We have in fact a whole nexus of inherited themes in the Hittite narration of the myth, for the verb tarhta 'vanquished' makes a nearly exact equation with Vedic atarit 'withstood, overcame', a ""sigmatized"" root aorist (cf. atarima RV 8.13.21).2 1. As usually inferred from the phonetic writingDI"	not-suspect		true	
WATKINS-NFORM-02590	WATKINS-FORM-02534	The name	The name	the name	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	is probably a derivative of	is probably a derivative of	465	482	48. Azi dakaka, Visvarupa, and Geryon	form_plus_single_quote_gloss		d then the place, indexes the remoteness of the island Erytheia; West points out wryly that the difficulty of capturing Geryon's cattle 'consisted in the remoteness of the ranch.' The name ' is probably a derivative of 'red' or so understood, like Loch Rudraige in Ireland, scene of another drakontomakhia (chap. 45). Such associations arc fairly frequent, cf. the Vedic demon Rudhikra, a	not-suspect		true	
WATKINS-NFORM-02591	WATKINS-FORM-02301	the nectar which	the nectar which	the nectar which	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	overcomes death	overcomes death	391	408	40. Nektar and the adversary Death	form_plus_single_quote_gloss		through his nostrils, so that his flesh might be lasting. ``` Greek νέκταρ reflects *nek-trh2- to the root of Latin nex: 'das über die (Todes-) Vernichtung hinwegrettende', the nectar which 'overcomes death'. It remained for Thieme's student Rüdiger Schmitt (1961) to show the same formula analytically deployed in Vedic, in a repeated verse of the Atharvaveda, again, like nectar, of a comest	not-suspect		true	
WATKINS-NFORM-02592	WATKINS-FORM-02334	-, the nominal derivative	-, the nominal derivative	the nominal derivative	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	WEAPON	WEAPON	411	428	42. The name of Meleager	form_plus_single_quote_gloss		reek version of the basic formula was verse-final # or hemistich-final II, and that the only form apt to fit that slot was * -, the nominal derivative 'WEAPON'. A tendency to verse- and clause-final position is also characteristic for the position of the instrumental WEAPON in the (boxed) basic formula in Vedic, ``` HERO SLAY	not-suspect		true	
WATKINS-NFORM-02593	WATKINS-FORM-01367	The noun clearly belongs with Greek	The noun clearly belongs with Greek	the noun clearly belongs with greek	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	stretch out	stretch out	8	25	1. The comparative method in linguistics and poetics	form_plus_single_quote_gloss		ts of royalty and kingship. The old root noun *h3reg- is found only in the extreme west (Latin rex, Irish ri) and extreme east (Vedic raj-, Avestan barazi-raz- 'ruling on high').3 The noun clearly belongs with Greek 'stretch out', Latin rego 'rule', Vedic raj- 'stretch out straight', and a whole set of forms built on the metaphor 'straight, right' and 'rule, ruler, regulate'. The Ol	not-suspect		true	
WATKINS-NFORM-02594	WATKINS-FORM-01667	The old glossary word creth	The old glossary word creth	the old glossary word creth	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	poetry	poetry	117	134	9. Ireland and the art of the syllable	form_plus_single_quote_gloss		"variously termed. We have ai< *aui, gen. uad, uath < *aueth, IE *au-et- from a root *au- 'see' which we have in Hittite au(S)- 'see', and Welsh awen 'poetic inspiration'.3 The old glossary word creth 'poetry' is remade from cretho, gen. sg. of cruth 'form' < *k""r-tu- (McManus 1983). The form recurs in Welsh prydydd 'poet' < *k""r- t-iio-. It is further related to Vedic krnoti 'makes'; for t"	not-suspect		true	
WATKINS-NFORM-02595	WATKINS-FORM-01554	the related Avestan miiazda-, Vedic miyedha-	the related Avestan miiazda-, Vedic miyedha-	the related avestan miiazda- vedic miyedha	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	offering, oblation	offering, oblation	71	88	5. The Indo-European poet: His social function and his art	form_plus_single_quote_gloss		enveniste 1969:1.163-9 on the basis of its Iranian (mizd m) and Germanic (English meed) cognates. The word has a clear 'exchange value' in the Maussian system of reciprocity; note the related Avestan miiazda-, Vedic miyedha- 'offering, oblation'. In Vedic the word for the poet's reward (or fee) was ddksina- (scil. gduh, dhenuh), the ddksina-cow. The original force of the adjective is still	not-suspect		true	
WATKINS-NFORM-02596	WATKINS-FORM-01648	the relative pronoun in ise yo	the relative pronoun in ise yo	the relative pronoun in ise yo	latin-script	attested_or_cited_form	Old Irish	Sanskrit/Vedic	who rules	who rules	112	129	8. Vedic India and the art of the word	form_plus_single_quote_gloss		in Avestan is the compound epithet of Mithra vouru.gaoiiaoiti 'having broad pasture', Yt. 10 passim. Other interesting features of this mantra are the fronting of the verb around the relative pronoun in ise yo 'who rules', creating a 'Pindaric' 'who suffered' Ol. 2.23) or Celtic relative clause structure (Gaulish dugiiontiio 'who serve', Old Irish bertae 'who bear' < *bheronti yo-,	not-suspect		true	
WATKINS-NFORM-02597	WATKINS-FORM-02539	the root of and Vedic ksan-	the root of and Vedic ksan-	the root of and vedic ksan	latin-script	attested_or_cited_form	Indo-European	Sanskrit/Vedic	wound	wound	472	489	49. From God to hero: The formulaic network in Greek	form_plus_single_quote_gloss		s) in the Odyssey. Of these only one in each epic (as here) is not line final. Line-final *ἔκτεν could continue an athematic aorist to *dken- (*kpen-\ a rhyme-form to *gʷhen-. For the root of and Vedic ksan- 'wound' cf. perhaps *dek- in Gothic tahjan 'tear'. 2. To borrow Karl Hoffmann's term for his view of the function of the Indo-European injunctive (1967:passim). There is to	not-suspect		true	
WATKINS-NFORM-02598	WATKINS-FORM-02665	the same root. Cf. Olr. ar-midethar	the same root. Cf. Olr. ar-midethar	the same root. cf. olr. ar-midethar	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	hits the mark, succeeds, attains (truth)	hits the mark, succeeds, attains (truth)	538	555	58. Indo-European medical doctrine	form_plus_single_quote_gloss		ropriate measures' as the basic meaning. In this connection the name of the physician daughter of the Old Irish legendary physican Dian Cecht, Airmed (*aremeda), probably contains the same root. Cf. Olr. ar-midethar 'hits the mark, succeeds, attains (truth)'. J. Puhvel 1970 contributed a lengthy study to the problem. He regarded (improbably) the similarities between the Avestan, Vedic, and Pindari	not-suspect		true	
WATKINS-NFORM-02599	WATKINS-FORM-02357	the same semantics, Greek and Vedic	the same semantics, Greek and Vedic	the same semantics greek and vedic	latin-script	attested_or_cited_form	Old English	Sanskrit/Vedic	great fame	great fame	415	432	43. The Germanic world	form_plus_single_quote_gloss		ressed in the ancient figure of litotes, literally 'unlittle fame' (d m unlytel), like Greek and Vedic 'imperishable fame'; compare also with the same semantics, Greek and Vedic 'great fame'.3 And embedded in the phonetic figure heard... hordes hyrde we find one of the traditional Old English dragon slaying formulas: wyrm acwealde 'killed	not-suspect		true	
WATKINS-NFORM-02600	WATKINS-FORM-02030	the two liturgical verbs, Ved. havamahe	the two liturgical verbs, Ved. havamahe	the two liturgical verbs ved. havamahe	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	we invoke	we invoke	244	261	22. ‘Truth of truth’, ‘most kavi of kavis’, ‘throng-lord of throngs’: An Indo-Iranian stylistic figure	form_plus_single_quote_gloss		osyllables. Once again we may assume a stylistic figure proper to the ritual liturgical language of the Common Indo-Iranian period, and preserved in both branches. The presence of the two liturgical verbs, Ved. havamahe 'we invoke' and Av. yazamaide 'we worship', pragmatically unites two of the passages, and the presence of the Vedic word mitrd- 'covenant, contract, alliance', divinized as the god	not-suspect		true	
WATKINS-NFORM-02601	WATKINS-FORM-01882	the Vedic name rjisvan-	the Vedic name rjisvan-	the vedic name rjisvan	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	having swift dogs	having swift dogs	172	189	14. A late Indo-European traditional epithet	form_plus_single_quote_gloss		nty fbhum ``` <!-- pdf-page: 189; printed-page: 172 --> ```text We may recall finally the old comparison for Indo-European poetic language made first by Schulze 1933:124: the Vedic name rjisvan- 'having swift dogs' beside 'swift-footed dogs' (//. 24.211), uncompounded; (//. 1.50), (//. 18.57S).6 The younger compound type either in the	not-suspect		true	
WATKINS-NFORM-02602	WATKINS-FORM-02026	the Vedic version of the formula	the Vedic version of the formula	the vedic version of the formula	latin-script	attested_or_cited_form	Young Avestan	Sanskrit/Vedic	thought, word and deed	thought, word and deed	239	256	21. Strophic structures in Iranian	form_plus_single_quote_gloss		hip which goes to the gods, this is the solid offering, these are the formulas, this is the soma, o Indra; the straw is spread... ``` We saw in n. 4 above the Vedic version of the formula 'thought, word and deed'. In Young Avestan the formula izaca azuitisca which we saw above, old ritual terms 'Labespendung und Opferguss', concretely 'milk and ghee' or 'milk and fat', is	not-suspect		true	
WATKINS-NFORM-02603	WATKINS-FORM-01516	. The Videvdāt	The Videvdāt	the videvdat	latin-script	attested_or_cited_form	Avestan/Indo-Iranian	Sanskrit/Vedic	law against the daevas	law against the daevas	58	75	4. Poetics as repertory: The poetic traditions of the Indo-European world—Sources and texts	form_plus_single_quote_gloss		ahlavi, the language of the native exegesis. Both yasna and yašt are derivatives of the root yaz- 'worship', cognate with Vedic yaj- and Greek 'worship', 'holy'. The Videvdāt 'law against the daevas' is collection of instructional (purification rituals, legal issues) and mythological texts. Some of the texts in Middle Iranian languages continue Old Iranian traditions, both them	not-suspect		true	
WATKINS-NFORM-02604	WATKINS-FORM-02005	. The word asi-	The word asi-	the word asi	latin-script	attested_or_cited_form	Young Avestan	Sanskrit/Vedic	granting, bestowal	granting, bestowal	236	253	21. Strophic structures in Iranian	form_plus_single_quote_gloss		cite no less than 5 examples in the Rigveda of is- with da- 'give' and 11 withdhd- 'place'. The epithet 'good' with asi- furthermore recurs 3 times in the Gathas (Y.43.5; 51.10,21). The word asi- 'granting, bestowal' from *arti-8 has no Indic equivalent. The occurrence of izdcd dzuitiscd 'refreshment and libation' in the Gathas (Y. 49.5) and in Young Avestan (V.9.53, v. infra) in that order, as we	not-suspect		true	
WATKINS-NFORM-02605	WATKINS-FORM-02047	the zero-grade *sm-ghs-ti- in Vedic sdgdhi-	the zero-grade *sm-ghs-ti- in Vedic sdgdhi-	the zero-grade sm-ghs-ti- in vedic sdgdhi	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	eating together, communal meal	eating together, communal meal	246	263	22. ‘Truth of truth’, ‘most kavi of kavis’, ‘throng-lord of throngs’: An Indo-Iranian stylistic figure	form_plus_single_quote_gloss		"t. hostis, red-hostire, Sikel gosti-, Goth, gasts, Slavic gos-podb, gostL), zero grade *ghs- in Greek,, the cognate of Vedic ghas'eat'. Compare the suffixed *ghos-ti- 'guest' with the zero-grade *sm-ghs-ti- in Vedic sdgdhi- 'eating together, communal meal' (TS 4.7.4 and parallels, mantra; AVP 19.22.6). 16. Compare Toporov 1981:231f: ""The Asvamedha... permits the uncovering of a layer which connect"	not-suspect		true	
WATKINS-NFORM-02606	WATKINS-FORM-01903	things in Irish berla na filed	things in Irish berla na filed	things in irish berla na filed	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	language of the poets	language of the poets	182	199	16. The hidden track of the cow: Obscure styles in Indo-European	form_plus_single_quote_gloss		hierachization of vocabulary into aesthetically marked and unmarked forms (language of gods / language of men). The obscure style may favor a special vocabulary, like the names of things in Irish berla na filed 'language of the poets' or the Vedic devdnam guhya ndmani 'secret names of the gods' (RV 5.5. lOb). The obscure style, poetic language for short, may also favor the systematic avoidance of	not-suspect		true	
WATKINS-NFORM-02607	WATKINS-FORM-01617	thus semantically identical with Vedic Agni	thus semantically identical with Vedic Agni	thus semantically identical with vedic agni	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	Fire	Fire	90	107	6. The poet's truth: The power, particularity, and perseveration of the word	form_plus_single_quote_gloss		senger (data), the mediator between gods and men. The functional correspon- dence is completed in Avestan with the use of nairiio.sarjha as a name of the god Fire (Avestan atar-), thus semantically identical with Vedic Agni 'Fire'. See in detail Schmitt 1967:97-101. The treatment of nairiio.sarjha as a juxtaposition rather than a true compound (separable by enclitic, nairimca sanham, etc.) can be	not-suspect		true	
WATKINS-NFORM-02608	WATKINS-FORM-01703	-to-	-to-	to	latin-script	attested_or_cited_form	Celtic	Sanskrit/Vedic	not (to be) spoken	not (to be) spoken	119	136	9. Ireland and the art of the syllable	form_plus_single_quote_gloss		"d for a kind of metrical fault anocht, which corresponds exactly to Vedic anukta- 'unuttered' (Kausitaki-Brahmana 16.6). The Indo-European root *ueKJ- 'speak', zero-grade in *n-uk""-to- 'not (to be) spoken', survived in Celtic only in isolated lexical items like focca/ 'word' < *uokl'-tlo-. The word anocht could not have been freely formed for a long time prior to its attestation. The principal rel"	not-suspect		true	
WATKINS-NFORM-02609	WATKINS-FORM-02119	to an Indo-Iranian divine epithet *urtra-Jhan-	to an Indo-Iranian divine epithet *urtra-Jhan-	to an indo-iranian divine epithet urtra-jhan	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	smashing resistance	smashing resistance	298	315	27. Preliminaries	form_plus_single_quote_gloss		"nhabited or guarded by dragons and other creatures like the Hydra, ""Water-beastie"". We can surely retain their thesis that the Vedic ""dragon"" Vrtra owes his personalized existence to an Indo-Iranian divine epithet *urtra-Jhan- 'smashing resistance'. There was at the outset no dragon named Vrtra: he was just the Serpent, ahi, and Indo-Iranian *uf-tra- was a neuter noun of instrument (*-tro-) from t"	not-suspect		true	
WATKINS-NFORM-02610	WATKINS-FORM-01960	to Old Irish ad. i. dliged	to Old Irish ad. i. dliged	to old irish ad. i. dliged	latin-script	attested_or_cited_form	Old Irish	Sanskrit/Vedic	law, right	law, right	215	232	18. Umbria: The Tables of Iguvium	form_plus_single_quote_gloss		odeled on that of Vedic brahman-. Meiser 1986:194translates arsmor as 'Ordnungen', arsmo- (and related words like arsie(r)) as 'Ordnung, Gesetz'. Vendryes' old etymology (1959:13) to Old Irish ad. i. dliged 'law, right' and related forms is certainly plausible, though not mentioned by Poultney or Meiser. 5. The gapped verb fetu is present in the parallel passage Ha 4. <!-- pdf-page: 233; printed-	not-suspect		true	
WATKINS-NFORM-02611	WATKINS-FORM-02442	to strike the weapon against the	to strike the weapon against the	to strike the weapon against the	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	robber	robber	432	449	44. Thor's hammer and the mace of Contract	form_plus_single_quote_gloss		the body of the yellow serpent, dirty, poison-spewing, for the pious one who is about to perish. ``` The litany continues in parallel fashion with the invocation to strike the weapon against the 'robber', the 'deceitful mortal' (masiiahe druuato, cf. vanuso martyasya 'jealous mortal' of the Vedic parallel just cited), the 'heterodox teacher', and the 'bewitching whore'. The -d- o	not-suspect		true	
WATKINS-NFORM-02612	WATKINS-FORM-01382	to the root of Latin nex	to the root of Latin nex	to the root of latin nex	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	death	death	12	29	2. Sketch for a history of Indo-European poetics	form_plus_single_quote_gloss		eath' in the Atharvaveda (quoted in chap. 40), which provided a Vedic phrasal counterpart to the Greek compound νέκταρ, the 'nectar' which 'overcomes death', in Thieme's etymology to the root of Latin nex 'death' and Vedic tar- 'overcome'. See Thieme 1952 and Schmitt 1961 (reprinted in 1968:324) and 1967:190. Many of the classic studies are reprinted in Schmitt 1968; these will be so signaled wher	not-suspect		true	
WATKINS-NFORM-02613	WATKINS-FORM-01959	translates arsmor as	translates arsmor as	translates arsmor as	latin-script	attested_or_cited_form	Old Irish	Sanskrit/Vedic	Ordnungen	Ordnungen	215	232	18. Umbria: The Tables of Iguvium	form_plus_single_quote_gloss		this (masculine) [the Fisian Mount], to the name of this (feminine) [the State of Iguvium].' 4. The translation is tentative and modeled on that of Vedic brahman-. Meiser 1986:194translates arsmor as 'Ordnungen', arsmo- (and related words like arsie(r)) as 'Ordnung, Gesetz'. Vendryes' old etymology (1959:13) to Old Irish ad. i. dliged 'law, right' and related forms is certainly plausible, though	not-suspect		true	
WATKINS-NFORM-02614	WATKINS-FORM-02004	u nah samso astu sdm nahpuramdhih	u nah samso astu sdm nahpuramdhih	u nah samso astu sdm nahpuramdhih	latin-script	attested_or_cited_form	Old Avestan	Sanskrit/Vedic	Propitious to us be Bhaga (fortune), (Nara)samsa (glory), puramdhi (plenty)	Propitious to us be Bhaga (fortune), (Nara)samsa (glory), puramdhi (plenty)	236	253	21. Strophic structures in Iranian	form_plus_single_quote_gloss		as in Iranian, and into the metrical strophic verse of Vedic hymnic poetry. Compare in this respect the Old Avestan sequencefrasasfim...parendim beside RV 7.35.2 sdm no bhdgah sam u nah samso astu sdm nahpuramdhih 'Propitious to us be Bhaga (fortune), (Nara)samsa (glory), puramdhi (plenty)'; RV 2.38.10 bhdgam dhiyam vdjdyantahpuramdhim ndrasdmso gndspdtir no avydh 'striving for fortune, poetry, pl	not-suspect		true	
WATKINS-NFORM-02615	WATKINS-FORM-01534	u, translating Sanskrit bhagavat	u, translating Sanskrit bhagavat	u translating sanskrit bhagavat	latin-script	attested_or_cited_form	Latin	Sanskrit/Vedic	Eminence	Eminence	65	82	4. Poetics as repertory: The poetic traditions of the Indo-European world—Sources and texts	form_plus_single_quote_gloss		and Vedic nama srutyam (RV 8.46.14) 'famous name'. That the compound 'name-fame' is of Common Tocharian date is clear from the title A nom-kdlywats, B nem-klawis(s)u, translating Sanskrit bhagavat 'Eminence'. A klyu = B kdlywe reflect precisely IE *kleuos, Vedic sravas = Greek. On the curious rhyming form tsekesi pekesi pat 'of a figure or of a picture' and its cognate Latin equiva	not-suspect		true	
WATKINS-NFORM-02616	WATKINS-FORM-01482	ueiro pequo... salua seritu	ueiro pequo... salua seritu	ueiro pequo... salua seritu	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	keep safe men (and) livestock	keep safe men (and) livestock	42	59	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	form_plus_single_quote_gloss		have independently introduced other, alliterative words for MEN: pastores andpurusam. The Italic branch, Umbrian and Latin, has replaced PROTECT by a two-part phrase 'keep safe': ueiro pequo... salua seritu 'keep safe men (and) livestock', pastores pecuaque salua seruassis 'may you keep safe shepherds and livestock'. The Indo-Iranian branch, Avestan and Vedic, has substituted the verb tra- for *p	not-suspect		true	
WATKINS-NFORM-02617	WATKINS-FORM-01485	um	um	um	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	let them protect man (and) livestock	let them protect man (and) livestock	42	59	3. Poetics as grammar: Typology of poetic devices and some rules of poetic grammar	form_plus_single_quote_gloss		stan and Vedic, has substituted the verb tra- for *pah2- in the same meaning PROTECT: tira&rai pasuua vlraiia 'for the protection of livestock (and) men', trayantam... purusam pds'um 'let them protect man (and) livestock'. For Indo-Iranian pa- PROTECT in other formulas see chap. 17, as well. From the comparison of these four semantically equivalent formulas we can draw valuable inferences about th	not-suspect		true	
WATKINS-NFORM-02618	WATKINS-FORM-01395	Umbrian dupursus peturpursus	Umbrian dupursus peturpursus	umbrian dupursus peturpursus	latin-script	attested_or_cited_form	Avestan	Sanskrit/Vedic	two-footed, four-footed	two-footed, four-footed	15	32	2. Sketch for a history of Indo-European poetics	form_plus_single_quote_gloss		me semantics underlies another paral phrase first noted by Albrecht Weber in 1873 (see Schmitt 1967:12) in Vedic dvipade (ca) catuspade (ca) '(both) two-footed (and) four-footed', Umbrian dupursus peturpursus 'two-footed, four-footed'. See on these Watkins 1979a. A good example of the unfortunate consequences of Schlerath's restriction is his treatment of the Avestan pair pasu- 'cattle' and nar- '	not-suspect		true	
WATKINS-NFORM-02619	WATKINS-FORM-02561	use of the superlative	use of the superlative	use of the superlative	latin-script	attested_or_cited_form	Old Norse	Sanskrit/Vedic	best	best	486	503	50. The best of the Achaeans	form_plus_single_quote_gloss		s birth that he will be called bu lunga betstan 'the best of rulers'. The phrase reflects the same ideology as the Old English Peet w s god cyning. I suggest that in this 'heroic' use of the superlative 'best' in Greek ἄριστος, Vedic vasistha-, Avestan vahista-, Old English betst, selest, and Old Norse betstr (beztr), as well as of the pregnant positives ἀγαθός, vasu, bonus, and god, we have an in	not-suspect		true	
WATKINS-NFORM-02620	WATKINS-FORM-02675	V.Aadirans V.eitiuvampaam...deded,eisak eitiuvad...	V.Aadirans V.eitiuvampaam...deded,eisak eitiuvad	v.aadirans v.eitiuvampaam...dededeisak eitiuvad	latin-script	attested_or_cited_form	Latin	Sanskrit/Vedic	the money which V. A. son of V. gave..., with that money...	the money which V. A. son of V. gave..., with that money...	541	558	59. The poet as healer	form_plus_single_quote_gloss		"ith that millstone... "" We have a feature of Vedic formal style which recurs in the 'high' style of Hittite, of Archaic Latin, and also of Oscan: Vetter 11, Buck 4 (with plate II) V.Aadirans V.eitiuvampaam...deded,eisak eitiuvad... 'the money which V. A. son of V. gave..., with that money...' showing double fronting, of the name of the donor and the money, around the relative pronoun.2 The second"	not-suspect		true	
WATKINS-NFORM-02621	WATKINS-FORM-01898	va	va	va	latin-script	attested_or_cited_form	Vedic	Sanskrit/Vedic	horse	horse	181	198	16. The hidden track of the cow: Obscure styles in Indo-European	form_plus_single_quote_gloss		d examples given in chap. 3. These examples reflect a hierarchy in the lexicon: in terms of markedness the semantically unmarked member is identified with men (Greek EK;, Vedic ds'va 'horse', Old Norse igr8 'earth'), but the marked member or members with gods or other superhuman beings (Gk Vedic hay a 'steed' etc.). In all cases the fundamental opposition can in terms of markedness b	not-suspect		true	
