normalized_occurrence_id	printed_page	pdf_page	old_form_raw	old_normalized_form	new_normalized_form	old_search_key	new_search_key	old_quality_flags	new_quality_flags	include_in_unique	resolution_action	note	context
WATKINS-NFORM-02120	345	362	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	- 'overcoming resistance', of Haoma. All these examples permit us to reconstruct an additional mythological theme with its verbal lexical expression in the formula HERO *terh2- ADVERSARY. Like the basic formula with *gl'hen- that with *terh2- is bidirectional: the HERO may be object and the ADVERSARY may be the subject, as in the first Hittite example, with which we began, or the H
WATKINS-NFORM-02121	345	362	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	construct an additional mythological theme with its verbal lexical expression in the formula HERO *terh2- ADVERSARY. Like the basic formula with *gl'hen- that with *terh2- is bidirectional: the HERO may be object and the ADVERSARY may be the subject, as in the first Hittite example, with which we began, or the HERO may be the subject and the ADVERSARY the object, as in the second H
WATKINS-NFORM-02122	346	363	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	haracteristic asymmetry in the formula noted earlier, <!-- pdf-page: 363; printed-page: 346 --> HERO *terh,- ADVERSARY. A striking semantic feature of the verbal root *terh2- is precisely to mark a conditional, transitory, or non-permanent victory of one adversary over the other. It is just this pathetic or ominous semantic overtone which we hear in a widely attested Indo-European tra
WATKINS-NFORM-02123	346	363	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"semantic overtone which we hear in a widely attested Indo-European tradition in which the ultimate adversary is death. Synoptically the formula may be noted HERO OVERCOME (*terh2-) DEATH. While reserving the detail for the succeeding chapters 35 and 40 we may note only the Greek compound νέκταρ from *nek-trh2- to the root of Latin nex: the nectar which ""overcomes death"" and gives immortal"
WATKINS-NFORM-02124	351	368	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"in phonological rules (cf. parens), tarentum continues IE *trh,-ent-o-, an individualizing thematic vowel derivative of the regular participle *trh2-e'nt- of the athematic present *terh2- 'pass over, cross, overcome'. The Tarentum is thus originally the ""crossing place"". In formation and literal meaning tarentum < *trh,-(e)nt-d- closely parallels Vedic tirtham 'crossing place, ford; watering place"
WATKINS-NFORM-02125	351	368	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ford; watering place', Wackernagel-Debrunner AiGr II 2.718. But what does the grave as crossing place mean? To answer we must look to what is the associative semantics of the root *terh2- in Indo-European. The verb involves a notion of overcoming adversity, hostilities, the enemy, conceived of as a difficult passage to be gotten through. One may compare the remarkably similar semantics of Vedic pa
WATKINS-NFORM-02126	353	370	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	the crossing of the saecula of a hundred years. The rite and its associated vocabulary faithfully continue different facets of a single, unitary Indo-European formulaic spectrum: *terh2- *terh2- *terh2- *terh2- *terh2- *sah2itlom *h2oiu *dkrntom *mrti- *nek- These formulas are the vehicles for the verbal transmission of a coherent eschatological doctrin
WATKINS-NFORM-02127	353	370	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	the saecula of a hundred years. The rite and its associated vocabulary faithfully continue different facets of a single, unitary Indo-European formulaic spectrum: *terh2- *terh2- *terh2- *terh2- *terh2- *sah2itlom *h2oiu *dkrntom *mrti- *nek- These formulas are the vehicles for the verbal transmission of a coherent eschatological doctrine which goes bac
WATKINS-NFORM-02128	353	370	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	f a hundred years. The rite and its associated vocabulary faithfully continue different facets of a single, unitary Indo-European formulaic spectrum: *terh2- *terh2- *terh2- *terh2- *terh2- *sah2itlom *h2oiu *dkrntom *mrti- *nek- These formulas are the vehicles for the verbal transmission of a coherent eschatological doctrine which goes back to the remo
WATKINS-NFORM-02129	353	370	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ears. The rite and its associated vocabulary faithfully continue different facets of a single, unitary Indo-European formulaic spectrum: *terh2- *terh2- *terh2- *terh2- *terh2- *sah2itlom *h2oiu *dkrntom *mrti- *nek- These formulas are the vehicles for the verbal transmission of a coherent eschatological doctrine which goes back to the remotest reconstr
WATKINS-NFORM-02130	353	370	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	te and its associated vocabulary faithfully continue different facets of a single, unitary Indo-European formulaic spectrum: *terh2- *terh2- *terh2- *terh2- *terh2- *sah2itlom *h2oiu *dkrntom *mrti- *nek- These formulas are the vehicles for the verbal transmission of a coherent eschatological doctrine which goes back to the remotest reconstructible Indo
WATKINS-NFORM-02131	353	370	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	eci- procal and reversible. We find as well ``` ADVERSARY SLAY (*gʷhen-) HERO, as in the death of Beowulf. The basic formula which we have seen, HERO OVERCOME (*terh2-) DEATH, <!-- pdf-page: 371; printed-page: 354 --> as in Greek and the proceeding formulaic spectrum, is again only a variant of HERO OVERCOME (*terh,-) ADVERSARY and its reciprocal, ADVERSARY
WATKINS-NFORM-02132	354	371	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	s in Greek and the proceeding formulaic spectrum, is again only a variant of HERO OVERCOME (*terh,-) ADVERSARY and its reciprocal, ADVERSARY OVERCOME (*terh2-) HERO. Both roots, *gʷhen- and *terh2-, as well as the formula and its reciprocal, with subject and object 'waters' as noted above, are in play in Maitrāyaṇī-Saṃhitā 4.3.4: ```text apo vai
WATKINS-NFORM-02133	354	371	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	c spectrum, is again only a variant of HERO OVERCOME (*terh,-) ADVERSARY and its reciprocal, ADVERSARY OVERCOME (*terh2-) HERO. Both roots, *gʷhen- and *terh2-, as well as the formula and its reciprocal, with subject and object 'waters' as noted above, are in play in Maitrāyaṇī-Saṃhitā 4.3.4: ```text apo vai raksoghnir apo raksamsi na tarant
WATKINS-NFORM-02134	391	408	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	ed the formulaic manifestation of an Indo-European eschatology, a doctrine of final things: what is crossed over and thus overcome is death. The formula is: HERO OVERCOME (*terh2-) DEATH. The presence of a HERO is unnecessary, and reflects a personalization of the verbal action viewed as agonistic: only the predicate, the boxed formula, is essential. This formula is most familiar in the e
WATKINS-NFORM-02135	393	410	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	cisely a tarentum, a tirtham, a 'crossing place', overcoming death into the great beyond. Overcoming death is only a special variant of the basic formula, (HERO) OVERCOME (*terh2-) ADVERSARY. This formula is as we have seen reciprocal and reversible; we find also ADVERSARY OVERCOME (*terh,-) HERO, as in the Hittite and Avestan texts in chap. 35
WATKINS-NFORM-02136	393	410	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	have seen reciprocal and reversible; we find also ADVERSARY OVERCOME (*terh,-) HERO, as in the Hittite and Avestan texts in chap. 35. Here OVERCOME (*terh2-) is itself only a special lexical variant of the basic formula with SLAY / SMITE (*gʷhen-, *uedh-)', as in HERO SLAY (*uedh-) ADVERSARY, with its reciprocal ADVERSARY SLAY (*uedh-)
WATKINS-NFORM-02137	394	411	*terh2	*terh₂	*terh₂	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	notion of nirrti 'dissolution, destruction, chaos, goddess of death (devi RV 7.37.7)'. ```text We noted in the earlier chapters the theme of overcoming death with the root *terh2 - marking the conditional or temporary victory. The arch-hero Herakles is involved in two separate episodes where the adversary whom he bests is Death. One is the Alkestis myth, in which he wrestles with De
WATKINS-NFORM-02138	416	433	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	feond ofercwom 'then he (Beowulf) overcame the adversary'. Since Grendel is only the first of Beowulf's monstrous adversaries we could see in ofercuman here the continuator of IE *terh2-, expressing the preliminary victory of one of the protagonists. IE *segh- shows a similar meaning; compare n. 2 above, and recall only that Hektor too won a preliminary victory. 6. Compare the Greek, below
WATKINS-NFORM-02139	445	462	*terh2	*terh₂	*terh₂	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	rsion of the myth, on the same tablet, is also narrated in the same ritual, as shown by Beckman (cf. chap. 46). It begins: ```text The serpent overcame (tarhta, IE *terh2,-) the Storm God [temporary victory of the monster] and took his heart and eyes, [mutilation of the hero, leading to diminution of his status] ``` ```text The Storm Go
WATKINS-NFORM-02140	445	462	*terh2-	*terh₂-	*terh₂-	terh2	terh2	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	sea to fight the serpent, [underwater locale of the combat] ``` ```text When the Storm God was about to overcome (tarahhuwan dais, IE *terh2-) the serpent, the Storm God's son was with his father-in-law. He shouted up to heaven to his father: 'Include me in! Do not show me mercy!' [a paean of reaffirmation, in direct speec
WATKINS-NFORM-02141	336	353	*terh2-.3	*terh₂-.3	*terh₂-	terh2-.3	terh2	laryngeal-normalized-in-dataset		true	corrected-laryngeal-form-footnote-artifact	Removed footnote number/punctuation from normalized form.	latter rightly notes, Luvian tatarh- is a reduplicated form of the root seen in Hittite tarh- 'overcome, overpower, compel', and in Luvian the name of the Storm God Tarhunzas, IE *terh2-.3 But the Luvian verb need not be 2. The Hittite passage was translated by Carruba (1966:50), whom I basically follow. 3. The reduplication of Luvian tatarh - is comparable in function to that of the Greek aoris
WATKINS-NFORM-02142	355	372	*terh2-.7	*terh₂-.7	*terh₂-	terh2-.7	terh2	laryngeal-normalized-in-dataset		true	corrected-laryngeal-form-footnote-artifact	Removed footnote number/punctuation from normalized form.	temporary ('prospective') victory is expressed modally by a subjunctive, contrasting with the indicative of the final victory in the following verse. Both verbs are forms of tar-, *terh2-.7 In the Hittite each of the two successive narrations of the Illuyanka myth in the course of the New Year's ritual (for the text see Beckman 1982) involves the opposition of the roots tarh-, (*terh,-) and kuen-
WATKINS-NFORM-02143	344	361	*terh2-o(r).	*terh₂-o(r)	*terh₂-o(r)	terh2-o(r)	terh2-o(r)	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	e *-trh,-. The verb is amply attested in the older Indo-European dialects. We have root athematic Hittite tarh-, tarahzi- 'overcomes; is able' beside thematic tarratta 'is able' < *terh2-o(r). Cuneiform Luvian shows reduplicated tatarhandu. Note also Indo-Iranian reduplicated titar- 'cross, overcome' in Rigvedic titrat- 'crossing', Avestan titarat. Other formations of possible Indo-Iranian date ar
WATKINS-NFORM-02152	343	360	*tnh2vro-	*tnh₂vro-	*tnh₂vro-	tnh2vro	tnh2vro	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	the name of the Hittite Storm God *Tarhunnas to that of his closest equivalent in the Germanic pantheon, Old Norse orr. For the former we may reconstruct *trh,Vno-, for the latter *tnh2vro-, and the two look like metathesis variants of each other. Both ostensible roots *terh,- 'overcome' and *tenh,- 'thunder', are firmly established in the proto-language. But on the other hand folk etymology or ta
WATKINS-NFORM-02161	351	368	*trh2-e	*trh₂-e	*trh₂-e	trh2-e	trh2-e	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	"does. Purely formally, by regular Latin phonological rules (cf. parens), tarentum continues IE *trh,-ent-o-, an individualizing thematic vowel derivative of the regular participle *trh2-e'nt- of the athematic present *terh2- 'pass over, cross, overcome'. The Tarentum is thus originally the ""crossing place"". In formation and literal meaning tarentum < *trh,-(e)nt-d- closely parallels Vedic tirtham"
WATKINS-NFORM-02162	344	361	*trh2-io-	*trh₂-io-	*trh₂-io-	trh2-io	trh2-io	laryngeal-normalized-in-dataset		true	accepted-laryngeal-normalization	Subscript laryngeal normalization retained; no remaining suspect condition.	edic turvasi and Gathic Avestan *tauruudma (Y. 28.6 for mss. tauruuaiiama, for metrical reasons), as well as Rigvedic turdyati 'rushes' and Old Persian vi-taraya- 'cross'. We have *trh2-io- in the imperative in RV 8.99.5 vis'vatur asi / tvdm turya tarusyatdh 'you are all-overcoming; do you overcome those who would overcome (you)!' Hittite tariya- 'tire' might belong here as well. Vedic shows furth
WATKINS-NFORM-02165	155	172	*u-.	*u-	*u-	u	u	probable-fragment		true	accepted-short-morpheme-or-segment	Short but meaningful segment/ending in context.	", Ann. 38) as uires uitaque, with anew word for 'strength', significantly also plural. The sound change g""- > uis the terminus a quo for the renewal, since uires has an original *u-. It is at least noteworthy that the semantic link which made possible the diachronic replacement of *g*ia- by ulres (*ui-) in Latin along the paradigmatic axis <!-- pdf-page: 173; printed-page: 156 --> of similarity"
WATKINS-NFORM-02166	64	81	*-u	*-u	*-u	u	u	probable-fragment		true	accepted-short-morpheme-or-segment	Short but meaningful segment/ending in context.	"al position corresponds to an Old Irish conjunct, as in the cognate -ciu < *k""is-iu. If the -ss- is real we must have a future morpheme -sje/o-. The Isg. ending -umi is from *-6 > *-u plus later -mi, like Vedic -ami. It corresponds to Welsh -(/(historically conjunct), e.g. kenif < *kanu + mi 'I sing'. For exsops see Watkins 1983. <!-- pdf-page: 82; printed-page: 65 --> respectively J.Harris and R"
WATKINS-NFORM-02441	119	136	in isolated lexical items like focca/	in isolated lexical items like focca/	focal	in isolated lexical items like focca	focal	slash-fragment		true	corrected-prose-false-positive-to-form	Context gives Old Irish focal 'word' < *uokʷ-tlo-.	"ponds exactly to Vedic anukta- 'unuttered' (Kausitaki-Brahmana 16.6). The Indo-European root *ueKJ- 'speak', zero-grade in *n-uk""-to- 'not (to be) spoken', survived in Celtic only in isolated lexical items like focca/ 'word' < *uokl'-tlo-. The word anocht could not have been freely formed for a long time prior to its attestation. The principal relevant phonetic features are the many varieties of r"
