pdf_page	printed_page	page_anchor	line_no_in_extracted_page_text	source_candidate_pdf_text	normalized_candidate_pass5	normalized_candidate_pass6	lookup_candidate_pass6	confidence	confidence_pass6	repair_actions_pass6	issue_bucket_pass6	flags	context_line_pdf_text	normalized_candidate_pass7	lookup_candidate_pass7	confidence_pass7	issue_bucket_pass7	repair_actions_pass7	greek_nonlatin_class_pass7	pass7_note
659	581	pdf-page-659	35	*(hJ)rudb..s-o-	*(h₃)rudʰ..s-o-	*(h₃)rudʰ..s-o-	*(h₃)rudʰ..s-o-	medium	medium-repaired	mechanical_character_repair		aspirated_d;laryngeal_h3_surrogate	*(hJ)rudb..s-o-	*(h₃)rudʰ..s-o-	*(h₃)rudʰ..s-o-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
659	581	pdf-page-659	36	*(hJ)rudb-s-lo-	*(h₃)rudʰ-s-lo-	*(h₃)rudʰ-s-lo-	*(h₃)rudʰ-s-lo-	medium	medium-repaired	mechanical_character_repair		aspirated_d;laryngeal_h3_surrogate	*(hJ)rudb-s-lo-	*(h₃)rudʰ-s-lo-	*(h₃)rudʰ-s-lo-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
659	581	pdf-page-659	37	*(h/)rudb..s-!!o-	*(h/)rudʰ..s-!!o-	*(h/)rudʰ..s-u̯o-	*(h/)rudʰ..s-u̯o-	low	medium-repaired	mechanical_character_repair		aspirated_d	*(h/)rudb..s-!!o-	*(h/)rudʰ..s-u̯o-	*(h/)rudʰ..s-u̯o-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
659	581	pdf-page-659	38	*(h/)rcl!db..s-o-	*(h/)rcl!dʰ..s-o-	*(h/)rcl!dʰ..s-o-	*(h/)rcl!dʰ..s-o-	low	low	mechanical_character_repair	still_unresolved	aspirated_d	*(h/)rcl!db..s-o-	*(h/)rcl!dʰ..s-o-	*(h/)rcl!dʰ..s-o-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
659	581	pdf-page-659	39	*(h/)rcl!db..s-!!Q-	*(h/)rcl!dʰ..s-!!Q-	*(h/)rcl!dʰ..s-u̯Q-	*(h/)rcl!dʰ..s-u̯Q-	low	low	mechanical_character_repair	still_unresolved	aspirated_d	*(h/)rcl!db..s-!!Q-	*(h/)rcl!dʰ..s-u̯Q-	*(h/)rcl!dʰ..s-u̯Q-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
659	581	pdf-page-659	47	*raudan-	*raudan-	*raudan-	*raudan-	source-layer	source-layer				germ. *raudan- ffi. in an. raulIj 'rotes Metall', ahd. röto 'Rotforelle';	*raudan-	*raudan-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
659	581	pdf-page-659	48	*raudön-	*raudön-	*raudön-	*raudön-	source-layer	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		vgl. germ. *raudön- (*-ahr +n) in ahd. röta f. 'Röte,39	*raudōn-	*raudōn-	medium-repaired-greek-nonlatin-pass7	nonlatin_repaired	repaired_latin_macron_surrogates	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.
659	581	pdf-page-659	48	(*-ahr	(*-ahr	(*-ahr	*-ahr	source-layer	source-layer				vgl. germ. *raudön- (*-ahr +n) in ahd. röta f. 'Röte,39	(*-ahr	*-ahr	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	2	*(h/)relldb.cs-to-	*(h/)relldʰ.cs-to-	*(h/)relldʰ.cs-to-	*(h/)relldʰ.cs-to-	medium	medium-repaired	mechanical_character_repair		aspirated_d	*(h/)relldb.cs-to-	*(h/)relldʰ.cs-to-	*(h/)relldʰ.cs-to-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	3	*(h/)rudb..rahz+n	*(h/)rudʰ..rah₂+n	*(h/)rudʰ..rah₂+n	*(h/)rudʰ..rah₂+n	medium	medium-repaired	mechanical_character_repair		aspirated_d;laryngeal_h2_surrogate	*(h/)rudb..rahz+n	*(h/)rudʰ..rah₂+n	*(h/)rudʰ..rah₂+n	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	4	*(h/)rudb..k{l)jo-	*(h/)rudʰ..k{l)jo-	*(h/)rudʰ..k{l)jo-	*(h/)rudʰ..k{l)jo-	low	low	mechanical_character_repair	still_unresolved	aspirated_d	*(h/)rudb..k{l)jo-	*(h/)rudʰ..k{l)jo-	*(h/)rudʰ..k{l)jo-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	5	*(h/)rudb..t-(l)jo-	*(h/)rudʰ..t-(l)jo-	*(h/)rudʰ..t-(l)jo-	*(h/)rudʰ..t-(l)jo-	medium	medium-repaired	mechanical_character_repair		aspirated_d	*(h/)rudb..t-(l)jo-	*(h/)rudʰ..t-(l)jo-	*(h/)rudʰ..t-(l)jo-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	7	*rudmn-	*rudmn-	*rudmn-	*rudmn-	source-layer	source-layer				genn. *rudmn- f. in an. roIJra 'Blut04Z	*rudmn-	*rudmn-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	12	*(h/)rudb..sd-o-	*(h/)rudʰ..sd-o-	*(h/)rudʰ..sd-o-	*(h/)rudʰ..sd-o-	medium	medium-repaired	mechanical_character_repair		aspirated_d	Z Nach H1LL 2003, 196ff. auch als VG in *(h/)rudb..sd-o- > genn. *rusta- m. in ahd. as. TOSt m.	*(h/)rudʰ..sd-o-	*(h/)rudʰ..sd-o-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	12	*rusta-	*rusta-	*rusta-	*rusta-	source-layer	source-layer				Z Nach H1LL 2003, 196ff. auch als VG in *(h/)rudb..sd-o- > genn. *rusta- m. in ahd. as. TOSt m.	*rusta-	*rusta-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	14	*-sd-o-zu	*-sd-o-zu	*-sd-o-zu	*-sd-o-zu	source-layer	source-layer				Sediment', abret. rod'Rost', air. 10ta 'Sumpfwasser', mit HG *-sd-o-zu *sed- 'sich setzen'. Für	*-sd-o-zu	*-sd-o-zu	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	14	*sed-	*sed-	*sed-	*sed-	source-layer	source-layer				Sediment', abret. rod'Rost', air. 10ta 'Sumpfwasser', mit HG *-sd-o-zu *sed- 'sich setzen'. Für	*sed-	*sed-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	17	*rud-odijo-	*rud-odijo-	*rud-odijo-	*rud-odijo-	source-layer	source-layer				Sprache 40 (1998), 216ff.; mir. 10ta ist am einfachsten als innerir. Ableitung *rud-odijo- mit	*rud-odijo-	*rud-odijo-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	24	*(h/)rudb..olahr	*(h/)rudʰ..olahr	*(h/)rudʰ..olahr	*(h/)rudʰ..olahr	medium	medium-repaired	mechanical_character_repair		aspirated_d	S Auch als Ableitung vom WZ.Nomen oder vom Adj. *(h/)rudb..olahr (lit. riIdas s.u.) inter-	*(h/)rudʰ..olahr	*(h/)rudʰ..olahr	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	28	*(h/)rudb..sm-	*(h/)rudʰ..sm-	*(h/)rudʰ..sm-	*(h/)rudʰ..sm-	medium	medium-repaired	mechanical_character_repair		aspirated_d	Dubletten im Genn. vgl. KRAHFlMEID 129, s. auch HILL 2003, 148; *(h/)rudb..sm- nach DE	*(h/)rudʰ..sm-	*(h/)rudʰ..sm-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	29	*(h/)rudb..mo-	*(h/)rudʰ..mo-	*(h/)rudʰ..mo-	*(h/)rudʰ..mo-	medium	medium-repaired	mechanical_character_repair		aspirated_d	VRIES, AEW 451 auch im VG von an. rosm-hvalrm. 'Walroß', *(h/)rudb..mo- als VG in ahd.	*(h/)rudʰ..mo-	*(h/)rudʰ..mo-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	32	*(h/)relldb..smon-	*(h/)relldʰ..smon-	*(h/)relldʰ..smon-	*(h/)relldʰ..smon-	medium	medium-repaired	mechanical_character_repair		aspirated_d	Ein amphidynamisches *(h/)relldb..smon- vennutet STIFfER, Sprache 40 (1998), 202ff. in air.	*(h/)relldʰ..smon-	*(h/)relldʰ..smon-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	34	*-smon-	*-smon-	*-smon-	*-smon-	source-layer	source-layer				*-smon- keine guten Parallelen fmdet, und hält sie deshalb für archaisch. Nach REMMER,	*-smon-	*-smon-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	37	*reu-Wz.n	*reu-Wz.n	*reu-Wz.n	*reu-Wz.n	source-layer	source-layer				Fortsetzern zu *reu-Wz.n in der Bedeutung 'aufreißen' usw. (UV 51Of.) abzugrenzen, vgl.	*reu-Wz.n	*reu-Wz.n	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
660	582	pdf-page-660	43	*(h/)rudb-i-wird	*(h/)rudʰ-i-wird	*(h/)rudʰ-i-wird	*(h/)rudʰ-i-wird	medium	medium-repaired	mechanical_character_repair		aspirated_d	Caland-VG *(h/)rudb-i-wird auch gerechnet, um -l~ in ved. rudhira- (s.u.) zu erklären.	*(h/)rudʰ-i-wird	*(h/)rudʰ-i-wird	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	7	*rudra-werden	*rudra-werden	*rudra-werden	*rudra-werden	source-layer	filtered-noise-fragment	probable_candidate_boundary_noise	candidate_boundary_noise		setzer von iran. *rudra-werden in jüngeren Sprachstufen vermutet, s. EWAia 11 453 mit Lit.	*rudra-werden	*rudra-werden	filtered-noise-fragment	candidate_boundary_noise	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	9	*(h})rolldb.ciahr	*(h})rolldʰ.ciahr	*(h})rolldʰ.ciahr	*(h})rolldʰ.ciahr	low	low	mechanical_character_repair	still_unresolved	aspirated_d	32 Das Umbr. bewahrt Fortsetzer beider Adjj., *(h})rolldb.ciahr und *(h})rodb..rr5-, vgl. WOU	*(h})rolldʰ.ciahr	*(h})rolldʰ.ciahr	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	9	*(h})rodb..rr5-	*(h})rodʰ..rrḗ-	*(h})rodʰ..rr5-	*(h})rodʰ..rr5-	low	low	mechanical_character_repair	still_unresolved	aspirated_d;vowel_accent_surrogate_low_confidence	32 Das Umbr. bewahrt Fortsetzer beider Adjj., *(h})rolldb.ciahr und *(h})rodb..rr5-, vgl. WOU	*(h})rodʰ..rr5-	*(h})rodʰ..rr5-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	10	*(h})rodb..rahz+	*(h})rodʰ..rah₂+	*(h})rodʰ..rah₂+	*(h})rodʰ..rah₂+	low	low	mechanical_character_repair	still_unresolved	aspirated_d;laryngeal_h2_surrogate	637; daß dies vormals auch im Germ. der Fall war, geht aus der Ableitung *(h})rodb..rahz+ D	*(h})rodʰ..rah₂+	*(h})rodʰ..rah₂+	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	11	*(h})rudb..rr5-wird	*(h})rudʰ..rrḗ-wird	*(h})rudʰ..rr5-wird	*(h})rudʰ..rr5-wird	low	low	mechanical_character_repair	still_unresolved	aspirated_d;vowel_accent_surrogate_low_confidence	im An. hervor, s.u. *(h})rudb..rr5-wird auch in südpiken. rufrasim gesucht, s. WOU 636 mit Lit.	*(h})rudʰ..rr5-wird	*(h})rudʰ..rr5-wird	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	23	*(h})rolldb.ciahr	*(h})rolldʰ.ciahr	*(h})rolldʰ.ciahr	*(h})rolldʰ.ciahr	low	low	mechanical_character_repair	still_unresolved	aspirated_d	39 Innergerm. Bildungen zum Adj. *(h})rolldb.ciahr (> germ. *rauda-), vgl. HEIDERMANNs	*(h})rolldʰ.ciahr	*(h})rolldʰ.ciahr	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	23	*rauda-)	*rauda-)	*rauda-)	*rauda-	source-layer	source-layer				39 Innergerm. Bildungen zum Adj. *(h})rolldb.ciahr (> germ. *rauda-), vgl. HEIDERMANNs	*rauda-)	*rauda-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	25	*(h})rodb..to-	*(h})rodʰ..to-	*(h})rodʰ..to-	*(h})rodʰ..to-	low	low	mechanical_character_repair	still_unresolved	aspirated_d	40 Das Wort wird auch an *(h})rodb..to- (s.o.) angeschlossen und müBte dann umgebildet sein,	*(h})rodʰ..to-	*(h})rodʰ..to-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	26	*-db..t-	*-dʰ..t-	*-dʰ..t-	*-dʰ..t-	medium	medium-repaired	mechanical_character_repair		aspirated_d	wenn die Entwicklung *-db..t- > -st- im Lat. lautgesetzlich ist. S. zu den s-haltigen Bildungen	*-dʰ..t-	*-dʰ..t-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	29	*TeJlS-	*TeJlā́-	*TeJlS-	*TeJlS-	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	zeugt sind, teils von LEW zu der Wz. *TeJlS- 'wühlen' (LIV 511) gestellt werden.	*TeJlS-	*TeJlS-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
662	584	pdf-page-662	34	*(hJ)fS-en-'männlich	*(h₃)fā́-en-'männlich	*(h₃)fS-en-	*(h₃)fS-en-	low	low-greek-or-nonlatin-surrogate	stripped_embedded_gloss;mechanical_character_repair;greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved	laryngeal_h3_surrogate;vowel_accent_surrogate_low_confidence	*(hJ)fS-en-'männlich, männliches Tier']	*(hJ)fS-en-	*(hJ)fS-en-	filtered-noise-fragment	greek_unresolved;still_unresolved;candidate_boundary_noise	trimmed_obvious_nonlexical_tail_for_lookup;marked_candidate_boundary_noise	candidate-boundary-noise-with-nonlatin	Candidate includes source prose or gloss captured as part of a form; lookup trimmed only where mechanically obvious.
662	584	pdf-page-662	36	*(h})fS-en-	*(h})fā́-en-	*(h})fS-en-	*(h})fS-en-	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	*(h})fS-en-	*(h})fS-en-	*(h})fS-en-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	3	*(h/)fS-en-tero-	*(h/)fā́-en-tero-	*(h/)fS-en-tero-	*(h/)fS-en-tero-	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	*(h/)fS-en-tero-	*(h/)fS-en-tero-	*(h/)fS-en-tero-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	4	*(h/)fS-en-ijo-	*(h/)fā́-en-ijo-	*(h/)fS-en-ijo-	*(h/)fS-en-ijo-	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	*(h/)fS-en-ijo-	*(h/)fS-en-ijo-	*(h/)fS-en-ijo-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	5	*(h/)fS-n-ep-O-	*(h/)fā́-n-ep-O-	*(h/)fS-n-ep-O-	*(h/)fS-n-ep-O-	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	*(h/)fS-n-ep-O-	*(h/)fS-n-ep-O-	*(h/)fS-n-ep-O-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	6	*(h/)fS-n-en-	*(h/)fā́-n-en-	*(h/)fS-n-en-	*(h/)fS-n-en-	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	*(h/)fS-n-en-	*(h/)fS-n-en-	*(h/)fS-n-en-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	9	*urzan-	*urzan-	*urzan-	*urzan-	source-layer	source-layer				? germ. *urzan- in an. oni m. n 'Birkhahn', ahd. orre-huon	*urzan-	*urzan-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	20	*U1ZlJIlD-	*U1ZlJIlD-	*U1ZlJIlD-	*U1ZlJIlD-	low	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		germ. *U1ZlJIlD- in aschwed. omim. 'Eber'	*U1ZlJIlD-	*U1ZlJIlD-	low-greek-or-nonlatin-surrogate	greek_unresolved;still_unresolved;greek_or_script_surrogate_still_unresolved	kept_unresolved_opaque_script_surrogate	greek-or-opaque-script-surrogate	Contains OCR surrogate characters for Greek or custom-font notation; left unresolved rather than guessed.
663	585	pdf-page-663	21	*hr	*hr	*hr	*hr	source-layer	source-layer				1 Anlautendes *hr ist unsicher und abhängig von der Interpretation der gr. Wörter (s.u. Anm.5)	*hr	*hr	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	22	*h/ers-	*h/ers-	*h/ers-	*h/ers-	source-layer	source-layer				sowie von weiteren vermuteten Verbindungen: Erwogen wird Anschluß an *h/ers- 'fließen'	*h/ers-	*h/ers-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	25	*/S-	*/ā́-	*/S-	*/S-	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	*/S- auszugehen ist, käme vi. Verbindung mit *res- 'Tau' in Frage (vgl. schon IEW 336). Denk-	*/S-	*/S-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	25	*res-	*res-	*res-	*res-	source-layer	source-layer				*/S- auszugehen ist, käme vi. Verbindung mit *res- 'Tau' in Frage (vgl. schon IEW 336). Denk-	*res-	*res-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	27	*fIIs-en-	*fIIs-en-	*fIIs-en-	*fIIs-en-	low	low		still_unresolved		erweisen. Vgl. auch *fIIs-en- 'männlich' sub 1. *pcrs-.	*fIIs-en-	*fIIs-en-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	27	*pcrs-.	*pcrs-	*pcrs-	*pcrs-	source-layer	medium-repaired	trimmed_terminal_period			erweisen. Vgl. auch *fIIs-en- 'männlich' sub 1. *pcrs-.	*pcrs-	*pcrs-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	28	**h/crs-n-o-l!{1t-ihr	**h/crs-n-o-l!{1t-ihr	**h/crs-n-o-l!{1t-ihr	**h/crs-n-o-l!{1t-ihr	low	low		still_unresolved		2 Die aav. Abltg. arInauuaitiif. 'mit Hengsten versehene (Stute)' (als ob **h/crs-n-o-l!{1t-ihr )	**h/crs-n-o-l!{1t-ihr	**h/crs-n-o-l!{1t-ihr	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	29	*ad:N1uuaitii	*ad:N1uuaitii	*ad:N1uuaitii	*ad:N1uuaitii	source-layer	source-layer				steht für *ad:N1uuaitii, wo sr- jav. Einfluß ist (demnach *(h/)/S-q-flPt-ihr), s. NARTEN 1982,	*ad:N1uuaitii	*ad:N1uuaitii	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
663	585	pdf-page-663	29	*(h/)/S-q-flPt-ihr)	*(h/)/ā́-q-flPt-ihr)	*(h/)/S-q-flPt-ihr)	*(h/)/S-q-flPt-ihr	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	steht für *ad:N1uuaitii, wo sr- jav. Einfluß ist (demnach *(h/)/S-q-flPt-ihr), s. NARTEN 1982,	*(h/)/S-q-flPt-ihr)	*(h/)/S-q-flPt-ihr	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	2	*urzan-	*urzan-	*urzan-	*urzan-	source-layer	source-layer				Wenn germ. *urzan- zu Recht hier angeschlossen ist, weist es auf *(h,)fS-en-, im Ggs. zur	*urzan-	*urzan-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	2	*(h	*(h	*(h	*(h	source-layer	source-layer				Wenn germ. *urzan- zu Recht hier angeschlossen ist, weist es auf *(h,)fS-en-, im Ggs. zur	*(h	*(h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	5	*Hollc-i-	*Hollc-i-	*Hollc-i-	*Hollc-i-	source-layer	source-layer				nach EWAia I 260 eher zu fSya- 'ds.' (RV+), vgl. *Hollc-i- 'hirschartiges Tier' (germ. 'Elch',	*Hollc-i-	*Hollc-i-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	6	*(h	*(h	*(h	*(h	source-layer	source-layer				lEW 303); es setzt also kein *(h,)fs-jo- voraus, das in der Bildeweise etwa *lIers-jo-, *lIfS-jo-	*(h	*(h	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	6	*lIers-jo-	*lIers-jo-	*lIers-jo-	*lIers-jo-	source-layer	source-layer				lEW 303); es setzt also kein *(h,)fs-jo- voraus, das in der Bildeweise etwa *lIers-jo-, *lIfS-jo-	*lIers-jo-	*lIers-jo-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	6	*lIfS-jo-	*lIfā́-jo-	*lIfS-jo-	*lIfS-jo-	low	low		still_unresolved	vowel_accent_surrogate_low_confidence	lEW 303); es setzt also kein *(h,)fs-jo- voraus, das in der Bildeweise etwa *lIers-jo-, *lIfS-jo-	*lIfS-jo-	*lIfS-jo-	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	7	*lIers-	*lIers-	*lIers-	*lIers-	source-layer	source-layer				entspräche (vgl. dazu sub 1. *lIers- mit Anmm.I2f.), mag jedoch von den Wörtern für	*lIers-	*lIers-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	17	(*fOPVI1~)	(*fOPVI1~)	(*fOPVI1~)	*fOPVI1~	low	low		still_unresolved		(1993), 387ft., ist es in myk. wo-ne-we (*fOPVI1~), das Schafe qualifiziert, zu sehen; dieser	(*fOPVI1~)	*fOPVI1~	low	still_unresolved	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	18	*11-	*11-	*11-	*11-	source-layer	source-layer				Vergleich würde Anlaut *11- für die Sippe von cipmJv erweisen, die demnach vom hier be-	*11-	*11-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	21	*saJ-'Salz	*saJ-'ā́alz	*saJ-	*saJ-	low	medium-repaired	stripped_embedded_gloss		vowel_accent_surrogate_low_confidence	*saJ-'Salz,l	*saJ-	*saJ-	medium-repaired		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	22	*sä1-	*sä1-	*sä1-	*sä1-	source-layer	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		*sä1-	*sā1-	*sā1-	medium-repaired-greek-nonlatin-pass7	nonlatin_repaired	repaired_latin_macron_surrogates	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.
664	586	pdf-page-664	23	?*säl-o-	?*säl-o-	?*säl-o-	*säl-o-	source-layer	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		?*säl-o-	?*sāl-o-	*sāl-o-	medium-repaired-greek-nonlatin-pass7	nonlatin_repaired	repaired_latin_macron_surrogates	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.
664	586	pdf-page-664	24	?*säl-ah:r	?*säl-ah:r	?*säl-ah:r	*säl-ah:r	medium	low-greek-or-nonlatin-surrogate	greek_or_nonlatin_surrogate_unresolved	greek_unresolved;still_unresolved		? *säl-ah:r	?*sāl-ah:r	*sāl-ah:r	medium-repaired-greek-nonlatin-pass7	nonlatin_repaired	repaired_latin_macron_surrogates	latin-script-macron-surrogate	In lexical-form candidates, OCR ä/ö/ü/O were normalized as ā/ō/ū/ō where no opaque Greek/script surrogate or embedded gloss was present.
664	586	pdf-page-664	25	*sal-	*sal-	*sal-	*sal-	source-layer	source-layer				*sal-	*sal-	*sal-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	26	*sal-ah:rB	*sal-ah:rB	*sal-ah:rB	*sal-ah:rB	medium	source-layer				*sal-ah:rB	*sal-ah:rB	*sal-ah:rB	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	27	?*sal-dh:ri_9	?*sal-dh:ri_9	?*sal-dh:ri	*sal-dh:ri	low	medium-repaired	stripped_terminal_footnote_digits	footnote_digits		? *sal-dh:ri_9	?*sal-dh:ri	*sal-dh:ri	medium-repaired	footnote_digits	no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	28	*sal-dh:rti-	*sal-dh:rti-	*sal-dh:rti-	*sal-dh:rti-	medium	source-layer				*sal-dh:rti- f.	*sal-dh:rti-	*sal-dh:rti-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	29	*sal-dh:ru-	*sal-dh:ru-	*sal-dh:ru-	*sal-dh:ru-	medium	source-layer				*sal-dh:ru-	*sal-dh:ru-	*sal-dh:ru-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	30	*sal-dh:ra-	*sal-dh:ra-	*sal-dh:ra-	*sal-dh:ra-	medium	source-layer				*sal-dh:ra-	*sal-dh:ra-	*sal-dh:ra-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	42	(*6mhaAa)	(*ómhaAa)	(*6mhaAa)	*6mhaAa	low	source-layer			vowel_accent_surrogate_low_confidence	myk. NAPI. n. o-pi-a:rra 'Küstengebiete' (*6mhaAa)	(*6mhaAa)	*6mhaAa	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
664	586	pdf-page-664	49	*salta-	*salta-	*salta-	*salta-	source-layer	source-layer				germ. *salta- 'salzig' in an. saltr, ae. sealt, afr. salt, mnd. solt	*salta-	*salta-	source-layer		no_pass7_change		Outside pass-7 Greek/non-Latin target set.
