page,line_on_page,prefix,form,display_form,context
17,39,,*sьrpъ,*sьrpъ,"SerbCS srъpъ, Ru. serp, gen. serpá, Pol. sierp, SCr. sȓ p m. ‘sickle’ < PSl. *sьrpъ"
17,40,,*srp-o/eh₂-,*srp-o/eh₂-,A thematic formation *srp-o/eh₂- can be reconstructed on the basis of Balto-Slavic and
17,41,,*serp-,*serp-,"Greek attestations. It was evidently derived from the (marginally attested) PIE root *serp- ‘cut,"
17,42,,*srp-ie-,*srp-ie-,"prune’. This root is also found in Lat. sarp(i)ō ‘cut off, trim, prune’ < *srp-ie-, apparently with"
17,43,,*CRCC-,*CRCC-,"regular vocalization of *CRCC- to *CarCC- [46], and in OHG sarf, MHG sarpf, MDu. sarp,"
17,43,,*CarCC-,*CarCC-,"regular vocalization of *CRCC- to *CarCC- [46], and in OHG sarf, MHG sarpf, MDu. sarp,"
17,44,,*sarpa-,*sarpa-,"Du. obs. zerp adj. ‘severe, sharp’ < PGm. *sarpa- (not *sarfa- [pace 44:911–2] < *sorp-nó-"
17,44,,*sarfa-,*sarfa-,"Du. obs. zerp adj. ‘severe, sharp’ < PGm. *sarpa- (not *sarfa- [pace 44:911–2] < *sorp-nó-"
17,44,,*sorp-nó-,*sorp-nó-,"Du. obs. zerp adj. ‘severe, sharp’ < PGm. *sarpa- (not *sarfa- [pace 44:911–2] < *sorp-nó-"
17,46,,*spr,*spr,"root of this formation appears to be metathesized from *spr ‘cut the hair, shave’ [159]."
18,1,,*serϕā,*serϕā,"In addition, OIr. serr f. ‘sickle’ is often derived from PC *serϕā, which would continue a sec-"
18,2,,*serp-eh₂-.,*serp-eh₂-.,"ond, full-grade formation *serp-eh₂-. The change PC *rϕ > rr is unconfirmed, however"
18,2,,*rϕ,*rϕ,"ond, full-grade formation *serp-eh₂-. The change PC *rϕ > rr is unconfirmed, however"
18,3,,*sersā,*sersā,"[160:154b; 161:389], and the Old Irish word can alternatively be derived from *sersā, poten-"
18,4,,*sers-eh₂-,*sers-eh₂-,"tially cognate with or even borrowed from Lat. serra f. ‘saw’ < *sers-eh₂-, cf. Lat. sar(r)iō ‘hoe,"
18,5,,*serp-,*serp-,"weed’. Still, the possibility that serr continues an independent formation to the root *serp- can-"
18,11,,*srp-a-,*srp-a-,"ited from Proto-Indo-Iranian *srp-a-, but rather borrowed from Slavic [88:IV, 242; 142:8–9]."
18,12,,*sr-niH-,*sr-niH-,"Finally, the frequently compared Skt. sr̥ṇī́-, sŕ̥ṇī- f. ‘sickle’ < *sr-niH- cannot be accepted as a"
18,13,,*p.,*p.,cognate since it contains no reflex of *p.
18,15,,*srp-o/eh₂-,*srp-o/eh₂-,"*srp-o/eh₂-, meaning ‘sickle’. Remains of sickles and reaping knives are not known from Yam-"
18,20,,*uers-,*uers-,"*uers- (*u̯ers- ‘am Boden schleifen’ [44:1169–70]; *u̯ers- ‘thresh’ [18:8, 581]; *wers- ‘thresh’"
18,20,,*u̯ers-,*u̯ers-,"*uers- (*u̯ers- ‘am Boden schleifen’ [44:1169–70]; *u̯ers- ‘thresh’ [18:8, 581]; *wers- ‘thresh’"
18,20,,*u̯ers-,*u̯ers-,"*uers- (*u̯ers- ‘am Boden schleifen’ [44:1169–70]; *u̯ers- ‘thresh’ [18:8, 581]; *wers- ‘thresh’"
18,20,,*wers-,*wers-,"*uers- (*u̯ers- ‘am Boden schleifen’ [44:1169–70]; *u̯ers- ‘thresh’ [18:8, 581]; *wers- ‘thresh’"
18,21,,*u̯,*u̯,"[10]): Hitt. u̯arš-ⁱ ‘sweep, wipe; pluck, harvest’ < PAn. *u̯ a/ors-; ON vǫrr m. ‘pull of the oar’"
18,22,,*warzu-,*warzu-,"< PGm. *warzu-; Lat. verrō, -ere ‘scrape, sweep, brush’ < PIt. *wers-; Latv. vā̀rsms m. ‘layer"
18,22,,*wers-,*wers-,"< PGm. *warzu-; Lat. verrō, -ere ‘scrape, sweep, brush’ < PIt. *wers-; Latv. vā̀rsms m. ‘layer"
18,23,,*varsma-,*varsma-,"of grain (spread out for threshing)’ < PEB *varsma-; RuCS vresti (vьrxu) ‘thresh, SCr."
18,24,,*versti,*versti,"vrijȇći (vŕšem) ‘thresh’ < PSl. *versti (vьrxǫ); RuCS vrachъ m. ‘threshing’, Ru. vóroch m."
18,25,,*vorxъ,*vorxъ,‘pile of grain’ < PSl. *vorxъ
18,26,,*uers-,*uers-,The root *uers- is attested in Anatolian and several European branches. The original mean-
18,35,,*pers-ons,*pers-ons,potentially stronger candidate for a core Indo-European verbal syntagm *pers-ons gʷʰen-ti
18,38,?,*g´ʰrud-o-,?*g´ʰrud-o-,"?*g´ʰrud-o- (*ghrū̆dom [19:119]): Lith. grū́das, Latv. grûds m. ‘grain’ < PB *gruʔda-; OE grotan"
18,38,,*ghrū̆dom,*ghrū̆dom,"?*g´ʰrud-o- (*ghrū̆dom [19:119]): Lith. grū́das, Latv. grûds m. ‘grain’ < PB *gruʔda-; OE grotan"
18,38,,*gruʔda-,*gruʔda-,"?*g´ʰrud-o- (*ghrū̆dom [19:119]): Lith. grū́das, Latv. grûds m. ‘grain’ < PB *gruʔda-; OE grotan"
18,39,,*gruta,*gruta,"m.pl. ‘hulled and crushed grain’, E groats ‘groats’, WFri. grôt ‘(pearl) barley’ < PGm. *gruta"
18,41,,*gʰrud-o-,*gʰrud-o-,A form *gʰrud-o- has been proposed on the basis of Germanic and East Baltic forms [19:119].
18,42,,*greutan-,*greutan-,"However, it cannot be excluded that these are independent derivations from PGm. *greutan-"
18,45,,*ǵʰreud-,*ǵʰreud-,"*ǵʰreud- ‘crush’. Within Germanic, the parallel OHG gruzzi n. ‘grits’, G Grütze f.pl. ‘groats’,"
19,1,,*grutja/ō-,*grutja/ō-,"MDu. gorte n. ‘porridge’, Du. gort c. ‘pearl barley, groats’ < *grutja/ō- may be compared. The"
19,2,,*ǵʰreud-,*ǵʰreud-,"same root *ǵʰreud- has also been proposed as the derivational base of ToA oṅkriṃ, B oṅkarño,"
19,3,,*h₁n-ǵʰrud-n-i(H)o-,*h₁n-ǵʰrud-n-i(H)o-,"onkorño ‘porridge, rice gruel’ through *h₁n-ǵʰrud-n-i(H)o- [165:170–1; 166:137–8], but other"
19,5,,*ǵʰrud-(i)neh₂-,*ǵʰrud-(i)neh₂-,"if from *ǵʰrud-(i)neh₂- [20], cannot be accepted, as a nasal resulting from *-dn- does not rhota-"
19,5,,*-dn-,*-dn-,"if from *ǵʰrud-(i)neh₂- [20], cannot be accepted, as a nasal resulting from *-dn- does not rhota-"
19,6,,*ǵrH-u-no-,*ǵrH-u-no-,cize. The alternative derivation from *ǵrH-u-no- [69:278–9] finds no support outside
19,8,?,*h₂/₃elg´(ʰ)-,?*h₂/₃elg´(ʰ)-,?*h₂/₃elg´(ʰ)- (?*h₂/₃elǵ(h)- ‘grain or millet?’ [18:237];? *h₂/₃elǵ(h)- [135:164]): Hitt. ḫalki- c.
19,8,?,*h₂/₃elǵ(h)-,?*h₂/₃elǵ(h)-,?*h₂/₃elg´(ʰ)- (?*h₂/₃elǵ(h)- ‘grain or millet?’ [18:237];? *h₂/₃elǵ(h)- [135:164]): Hitt. ḫalki- c.
19,8,,*h₂/₃elǵ(h)-,*h₂/₃elǵ(h)-,?*h₂/₃elg´(ʰ)- (?*h₂/₃elǵ(h)- ‘grain or millet?’ [18:237];? *h₂/₃elǵ(h)- [135:164]): Hitt. ḫalki- c.
19,9,,*h₂elKi-,*h₂elKi-,"‘barley, grain’ < PAn. *h₂elKi-; MP ʾrzn, P arzan ‘millet’ (< Parth.), Sogd. ʾrzn ‘id.’, Psht."
19,10,,*Harj́(ʰ)ana-(?),*Harj́(ʰ)ana-(?),"ğdən ‘id.’, Yd. yurzun, Wakh. yirzn < PIIr. *Harj́(ʰ)ana-(?)"
19,11,,*h₂el(H)K-i-,*h₂el(H)K-i-,"Hittite ḫalki- appears isolated, and can be derived from PIE *h₂el(H)K-i- [75:274–5;"
19,13,,*Harj́(ʰ)ana-,*Harj́(ʰ)ana-,"*Harj́(ʰ)ana- [18:237; 81:29]. However, due to the formal ambiguities of both the Hittite and"
19,18,,*h₂elh₁-,*h₂elh₁-,"*h₂elh₁-, with a suffix -ικ [44:28–9]. The Greek word in turn appears to have been the source"
19,20,,*alaca),*alaca),"type of wheat’ (< PRom. *alaca), Rom. alác ‘spelt, einkorn wheat’ (< *allacus), which thus add"
19,20,,*allacus),*allacus),"type of wheat’ (< PRom. *alaca), Rom. alác ‘spelt, einkorn wheat’ (< *allacus), which thus add"
19,23,,*h₂eg´-ro-,*h₂eg´-ro-,"*h₂eg´-ro- (*a^g-ro-s ‘Feld, Flur’ [44:4–6; 79:8]; *hₐe^gros ‘field, pasture’ [18:200]): Skt. ájra- m."
19,23,,*a^g-ro-s,*a^g-ro-s,"*h₂eg´-ro- (*a^g-ro-s ‘Feld, Flur’ [44:4–6; 79:8]; *hₐe^gros ‘field, pasture’ [18:200]): Skt. ájra- m."
19,23,,*hₐe^gros,*hₐe^gros,"*h₂eg´-ro- (*a^g-ro-s ‘Feld, Flur’ [44:4–6; 79:8]; *hₐe^gros ‘field, pasture’ [18:200]): Skt. ájra- m."
19,24,,*Haj́ra-,*Haj́ra-,"‘plain’ < PIIr. *Haj́ra-; Gk. ἀγρόB m. ‘field, land, countryside’; Go. akrs, ON akr, OE æcer,"
19,25,,*akra-,*akra-,"OHG ackar m. ‘cultivated field’ < PGm. *akra-; Lat. ager m. ‘field, farm, terrain’ < PIt."
19,26,,*agro-,*agro-,*agro-
19,27,,*h₂eǵ-ro-,*h₂eǵ-ro-,A formation *h₂eǵ-ro- can be reconstructed on the basis of the European centum branches
19,29,,*h₂ég-,*h₂ég-,"driven, in view of the transparent derivation from the PIE root *h₂ég- ‘drive’. In the European"
19,33,†,*h₂eui(ḱ/g´ʰ)s-,†*h₂eui(ḱ/g´ʰ)s-,"†*h₂eui(ḱ/g´ʰ)s- (*au̯i^g- ‘Grasart, Hafer’ [44:88]; *hₐeu̯isos [18:7, 409]; *H₂awi^g-i- [19:66];"
19,33,,*au̯i^g-,*au̯i^g-,"†*h₂eui(ḱ/g´ʰ)s- (*au̯i^g- ‘Grasart, Hafer’ [44:88]; *hₐeu̯isos [18:7, 409]; *H₂awi^g-i- [19:66];"
19,33,,*hₐeu̯isos,*hₐeu̯isos,"†*h₂eui(ḱ/g´ʰ)s- (*au̯i^g- ‘Grasart, Hafer’ [44:88]; *hₐeu̯isos [18:7, 409]; *H₂awi^g-i- [19:66];"
19,33,,*H₂awi^g-i-,*H₂awi^g-i-,"†*h₂eui(ḱ/g´ʰ)s- (*au̯i^g- ‘Grasart, Hafer’ [44:88]; *hₐeu̯isos [18:7, 409]; *H₂awi^g-i- [19:66];"
19,34,,*hₐewis,*hₐewis,"*hₐewis [135:166]):? Yazg. wis, Taj. Wj. gis ‘oats’ < PIIr.? *(H)(a)uić-; Lith. aviža f. ‘id.’,"
19,34,,*(H)(a)uić-,*(H)(a)uić-,"*hₐewis [135:166]):? Yazg. wis, Taj. Wj. gis ‘oats’ < PIIr.? *(H)(a)uić-; Lith. aviža f. ‘id.’,"
19,35,,*avizˇaʔ-,*avizˇaʔ-,"Latv. àuza f. ‘id.’ < PEB *avizˇaʔ-; OPru. wyse ‘oats’ < PWB *vizˇiā̆ -; Ru. ovës ‘id.’, SCr. òvas"
19,35,,*vizˇiā̆,*vizˇiā̆,"Latv. àuza f. ‘id.’ < PEB *avizˇaʔ-; OPru. wyse ‘oats’ < PWB *vizˇiā̆ -; Ru. ovës ‘id.’, SCr. òvas"
19,36,,*ovьsъ,*ovьsъ,‘id.’ < PSl. *ovьsъ; Lat. avēna ‘oats’ < PIt. *awe(C)snā-
19,36,,*awe(C)snā-,*awe(C)snā-,‘id.’ < PSl. *ovьsъ; Lat. avēna ‘oats’ < PIt. *awe(C)snā-
19,38,,*avižaʔ-,*avižaʔ-,IE protoform is problematic. Lat. avēna has been lumped with PEB *avižaʔ- and PSl. *ovьsъ
19,38,,*ovьsъ,*ovьsъ,IE protoform is problematic. Lat. avēna has been lumped with PEB *avižaʔ- and PSl. *ovьsъ
19,39,,*aweKsnā-,*aweKsnā-,"under a PIt. protoform *aweKsnā-, but the vocalism does not match and the Baltic and Slavic"
19,41,,*vižiā̆-,*vižiā̆-,"continue PWB *vižiā̆-, without the initial vowel that is observed in the other forms. Given"
19,44,,*h₂euiḱk-,*h₂euiḱk-,"back into PIE, i.e. as *h₂euiḱk-, *h₂euiǵʰ- and *h₂eue(K)s-, a root-final “spirant of indeterminate"
19,44,,*h₂euiǵʰ-,*h₂euiǵʰ-,"back into PIE, i.e. as *h₂euiḱk-, *h₂euiǵʰ- and *h₂eue(K)s-, a root-final “spirant of indeterminate"
19,44,,*h₂eue(K)s-,*h₂eue(K)s-,"back into PIE, i.e. as *h₂euiḱk-, *h₂euiǵʰ- and *h₂eue(K)s-, a root-final “spirant of indeterminate"
19,46,,*(a)widz-,*(a)widz-,"the pre-forms of the various branches can be reconstructed with affricates, viz. *(a)widz- for"
20,1,,*awits-,*awits-,"Baltic, *awits- for Slavic and *awe(t)s- for Italic. The unstable initial vowel is reminiscent of the"
20,1,,*awe(t)s-,*awe(t)s-,"Baltic, *awits- for Slavic and *awe(t)s- for Italic. The unstable initial vowel is reminiscent of the"
20,5,,*Hau(V)ć-,*Hau(V)ć-,"from PIIr. *Hau(V)ć- or *Hau(V)j́- [67:497], despite other proposals [80:95; 93:220], and Yazg."
20,5,,*Hau(V)j́-,*Hau(V)j́-,"from PIIr. *Hau(V)ć- or *Hau(V)j́- [67:497], despite other proposals [80:95; 93:220], and Yazg."
20,6,,*(H)(a)uić-,*(H)(a)uić-,"wis, Taj. Wj. gis ‘oats’ could possibly continue PIIr. *(H)(a)uić- [20:220]. Given the eroded"
20,11,,*wešnä,*wešnä,*wešnä vs Ma. wištə < *wäšnä [cf. 174:157].
20,11,,*wäšnä,*wäšnä,*wešnä vs Ma. wištə < *wäšnä [cf. 174:157].
20,15,,*Hauić-,*Hauić-,protoform *Hauić- has its closest match in Pre-PSl. *awiś-.
20,15,,*awiś-.,*awiś-.,protoform *Hauić- has its closest match in Pre-PSl. *awiś-.
20,16,?,*kok-ro-,?*kok-ro-,?*kok-ro- ~ *kork-io- (*korkri̯o- [44:529]): OGutn. hagri m. ‘oats’ < PGm.? *hagran-; OIr.
20,16,,*kork-io-,*kork-io-,?*kok-ro- ~ *kork-io- (*korkri̯o- [44:529]): OGutn. hagri m. ‘oats’ < PGm.? *hagran-; OIr.
20,16,,*korkri̯o-,*korkri̯o-,?*kok-ro- ~ *kork-io- (*korkri̯o- [44:529]): OGutn. hagri m. ‘oats’ < PGm.? *hagran-; OIr.
20,16,,*hagran-,*hagran-,?*kok-ro- ~ *kork-io- (*korkri̯o- [44:529]): OGutn. hagri m. ‘oats’ < PGm.? *hagran-; OIr.
20,17,,*korki̯o-,*korki̯o-,"corca, coirce m. ‘oats’, MW keirch ‘oats’ < PC *korki̯o-"
20,20,,*-rk-,*-rk-,"alternation between *-rk- and *-kr-, but it is also possible that an inherited protoform *kork-"
20,20,,*-kr-,*-kr-,"alternation between *-rk- and *-kr-, but it is also possible that an inherited protoform *kork-"
20,20,,*kork-,*kork-,"alternation between *-rk- and *-kr-, but it is also possible that an inherited protoform *kork-"
20,21,,*kok-ro-,*kok-ro-,"ro- was dissimilated by the two branches independently into *kok-ro- and *kork-o-,"
20,21,,*kork-o-,*kork-o-,"ro- was dissimilated by the two branches independently into *kok-ro- and *kork-o-,"
20,24,,*hagran-,*hagran-,"North Germanic *hagran- appears to be derived from *hagra-, cf. Nw. dial. hagr, harg ‘horse"
20,24,,*hagra-,*hagra-,"North Germanic *hagran- appears to be derived from *hagra-, cf. Nw. dial. hagr, harg ‘horse"
20,26,,*kakra,*kakra,"loan *kakra ‘oats’, cf. Fi. kaura, Est. kaer, Liv. kaggõrz. The derived ja-stem *hagrja-, cf. Da."
20,26,,*hagrja-,*hagrja-,"loan *kakra ‘oats’, cf. Fi. kaura, Est. kaer, Liv. kaggõrz. The derived ja-stem *hagrja-, cf. Da."
20,29,,*kork-o-,*kork-o-,*kork-o- [17:594]. The occasionally adduced Alb. thekër f. ‘rye’ < PAlb. *ϑakri-(?) is almost
20,29,,*ϑakri-(?),*ϑakri-(?),*kork-o- [17:594]. The occasionally adduced Alb. thekër f. ‘rye’ < PAlb. *ϑakri-(?) is almost
20,32,?,*kʷels-,?*kʷels-,"?*kʷels- (*kʷel-1, *kʷelə- [44:639–40]):? Hitt. gulš-zⁱ ‘carve, engrave’; Skt. karṣ‘pull, drag;"
20,32,,*kʷel-1,*kʷel-1,"?*kʷels- (*kʷel-1, *kʷelə- [44:639–40]):? Hitt. gulš-zⁱ ‘carve, engrave’; Skt. karṣ‘pull, drag;"
20,32,,*kʷelə-,*kʷelə-,"?*kʷels- (*kʷel-1, *kʷelə- [44:639–40]):? Hitt. gulš-zⁱ ‘carve, engrave’; Skt. karṣ‘pull, drag;"
20,33,,*karsˇ-,*karsˇ-,"plow’, YAv. karšaiti ‘draw; plow, sow’ < PIIr. *karsˇ-;? Gk. τέλσον n. ‘end of the field, where"
20,34,,*kʷels-o-(?),*kʷels-o-(?),the plow is turned’ < PGk. *kʷels-o-(?)
20,35,,*kʷels-,*kʷels-,A root *kʷels- in the meaning ‘make furrows’ has been reconstructed for Proto-Indo-Euro-
20,41,,*kʷels-.,*kʷels-.,this GUL-š-zⁱ can no longer be regarded as a continuant of an inherited root *kʷels-. As a
20,42,,*kʷels-,*kʷels-,"result, the root *kʷels- is demoted to the core Indo-European stage. Since Gk. τέλσον, however,"
20,43,,*kʷels-,*kʷels-,"has two rivaling etymologies, one taking it from the root *kʷels- [168:1464], the other from"
20,45,,*karš-,*karš-,that the meaning ‘make furrows’ that is found in Indo-Iranian with the root *karš- developed
20,47,,*karH-,*karH-,"semantically close *karH- ‘sow’ [181:241–3], with which it is suppletive in part of Iranian. Such"
21,3,†,*proḱ-so-,†*proḱ-so-,†*proḱ-so- (?*pro^kom [19:81]): ToB proksa pl. ‘?’; OPru. prassan ‘millet’ < PWB *pra(ś)a- (if
21,3,?,*pro^kom,?*pro^kom,†*proḱ-so- (?*pro^kom [19:81]): ToB proksa pl. ‘?’; OPru. prassan ‘millet’ < PWB *pra(ś)a- (if
21,3,,*pra(ś)a-,*pra(ś)a-,†*proḱ-so- (?*pro^kom [19:81]): ToB proksa pl. ‘?’; OPru. prassan ‘millet’ < PWB *pra(ś)a- (if
21,4,,*proso,*proso,"not < Sl.); OCS proso, Ru. próso, SCr. prȍso n. ‘millet’ < PSl. *proso"
21,5,,*proḱk-so-,*proḱk-so-,The Tocharian and Balto-Slavic forms have been connected through a protoform *proḱk-so-
21,6,,*proḱk-so-,*proḱk-so-,"[59:454; 182:196–7]. However, the meaning of this Tocharian hapax is uncertain and *proḱk-so-"
21,7,,**prekse,**prekse,would rather develop into **prekse [56:259–60]. The alternative connection of the Balto-Slavic
21,8,,*hab(e/a)ran-,*hab(e/a)ran-,"forms with PGm. *hab(e/a)ran- and Jass. zabar, by metathesis from *ḱkop-ro- [19:81], is for-"
21,8,,*ḱkop-ro-,*ḱkop-ro-,"forms with PGm. *hab(e/a)ran- and Jass. zabar, by metathesis from *ḱkop-ro- [19:81], is for-"
21,10,,*puH-ro-,*puH-ro-,"*puH-ro- (*pū-ro- ‘Korn(frucht)’ [44:850]; *puHₓrós [18:639]; *pūrós [19:190]): Gk. πῡρόB, pl."
21,10,,*pū-ro-,*pū-ro-,"*puH-ro- (*pū-ro- ‘Korn(frucht)’ [44:850]; *puHₓrós [18:639]; *pūrós [19:190]): Gk. πῡρόB, pl."
21,10,,*puHₓrós,*puHₓrós,"*puH-ro- (*pū-ro- ‘Korn(frucht)’ [44:850]; *puHₓrós [18:639]; *pūrós [19:190]): Gk. πῡρόB, pl."
21,10,,*pūrós,*pūrós,"*puH-ro- (*pū-ro- ‘Korn(frucht)’ [44:850]; *puHₓrós [18:639]; *pūrós [19:190]): Gk. πῡρόB, pl."
21,11,,*pūro-,*pūro-,πῡροί m. ‘wheat’ (whence Ge. ṗuri ‘bread’ [183:190]) < PGk. *pūro-; Lith. pūraĩ m.pl.
21,12,,*puʔra-,*puʔra-,"‘winter wheat’, Latv. pùr̨i m.pl. ‘winter wheat’ < PB *puʔra-; CS pyro n. ‘spelt’, SCr. pȉr m."
21,13,,*pyro,*pyro,"‘spelt’ < PSl. *pyro, *pyrъ"
21,13,,*pyrъ,*pyrъ,"‘spelt’ < PSl. *pyro, *pyrъ"
21,14,,*puH-ro-,*puH-ro-,"A European formation *puH-ro-, referring to a cereal, can be reconstructed on the basis of"
21,15,,*fursjō-,*fursjō-,Balto-Slavic and Greek. The occasionally adduced OE fyrse ‘furze’ < PGm. *fursjō- is formally
21,23,,*puʔriaʔ-,*puʔriaʔ-,"PB *puʔriaʔ-, likely derived from the same base *puʔra-. A similarly secondary formation"
21,23,,*puʔra-.,*puʔra-.,"PB *puʔriaʔ-, likely derived from the same base *puʔra-. A similarly secondary formation"
21,24,,*pyrьjь,*pyrьjь,"*pyrьjь, derived with a suffix *-iHo-, exists in Slavic, cf. Ru. pyréj, Pol. perz m. ‘couch grass’."
21,24,,*-iHo-,*-iHo-,"*pyrьjь, derived with a suffix *-iHo-, exists in Slavic, cf. Ru. pyréj, Pol. perz m. ‘couch grass’."
21,25,,*puH-ro-,*puH-ro-,It is possible that *puH-ro- was derived from an inherited element *peuH-. Since it is for-
21,25,,*peuH-.,*peuH-.,It is possible that *puH-ro- was derived from an inherited element *peuH-. Since it is for-
21,26,,*puH-ro-,*puH-ro-,"mally identical to the Italo-Celtic adjective *puH-ro- (Lat. pūrus ‘clean, pure’, OIr. úr ‘fresh’, W"
21,29,,*peuH-,*peuH-,"cereal term was derived directly from the root *peuH- ‘clean’, cf. Skt. pavⁱ ‘become clean’, after"
21,32,,*puH-ro-,*puH-ro-,"in the branches in which we find the cereal term *puH-ro-, viz. Greek and Balto-Slavic. The"
21,36,,*pouH-sk-o-,*pouH-sk-o-,"adduce Alb. pah m. ‘flour, chaff, dust’ < *pouH-sk-o- (not *pou-io- [187:47]), possibly derived"
21,36,,*pou-io-,*pou-io-,"adduce Alb. pah m. ‘flour, chaff, dust’ < *pouH-sk-o- (not *pou-io- [187:47]), possibly derived"
21,37,,*puH-sk-e/o-.,*puH-sk-e/o-.,"from a secondary sk-present *puH-sk-e/o-. In the West European centum languages, Germanic"
21,38,,*pouH-,*pouH-,"attests a causative(-iterative?) formation, i.e. OHG fewen, fouwen ‘sift (ashes, dust)’ < *pouH-"
21,41,,*(t)p(e)uH-o-,*(t)p(e)uH-o-,"πτέον n. ‘winnowing-shovel, fan’, as if from *(t)p(e)uH-o-, the initial cluster is not a regular"
21,42,,*p.,*p.,development of PIE *p.
21,43,,*rugʰ-i-,*rugʰ-i-,"*rugʰ-i- (*rughi̯o- ‘Roggen’ [44:874]; *rughis [18:8, 432, 490]; *rughis / *rughyos [19:110–1];"
21,43,,*rughi̯o-,*rughi̯o-,"*rugʰ-i- (*rughi̯o- ‘Roggen’ [44:874]; *rughis [18:8, 432, 490]; *rughis / *rughyos [19:110–1];"
21,43,,*rughis,*rughis,"*rugʰ-i- (*rughi̯o- ‘Roggen’ [44:874]; *rughis [18:8, 432, 490]; *rughis / *rughyos [19:110–1];"
21,43,,*rughis,*rughis,"*rugʰ-i- (*rughi̯o- ‘Roggen’ [44:874]; *rughis [18:8, 432, 490]; *rughis / *rughyos [19:110–1];"
21,43,,*rughyos,*rughyos,"*rugʰ-i- (*rughi̯o- ‘Roggen’ [44:874]; *rughis [18:8, 432, 490]; *rughis / *rughyos [19:110–1];"
21,44,,*rughis,*rughis,"*rughis ~ *rughyo- ‘rye’ [135:164]): Lith. rugiaĩ, Latv. rudzi m.pl. ‘rye’, OPru. EV rugis"
21,44,,*rughyo-,*rughyo-,"*rughis ~ *rughyo- ‘rye’ [135:164]): Lith. rugiaĩ, Latv. rudzi m.pl. ‘rye’, OPru. EV rugis"
21,45,,*rugi-,*rugi-,"‘Rocke’ < PB *rugi-; ORu. rъžь, Cz. rež, SCr. rȃž f. ‘rye’ < PSl. *rьzˇь; Proto-Permic *ruʒ́äg"
21,45,,*rьzˇь,*rьzˇь,"‘Rocke’ < PB *rugi-; ORu. rъžь, Cz. rež, SCr. rȃž f. ‘rye’ < PSl. *rьzˇь; Proto-Permic *ruʒ́äg"
21,45,,*ruʒ́äg,*ruʒ́äg,"‘Rocke’ < PB *rugi-; ORu. rъžь, Cz. rež, SCr. rȃž f. ‘rye’ < PSl. *rьzˇь; Proto-Permic *ruʒ́äg"
22,1,,*ruǰa/ika-(?),*ruǰa/ika-(?),"PIr. *ruǰa/ika-(?); ON rugr m. ‘rye’, OE ryge m. ‘rye’ < PGm. *rugi-; OFri. rogga, OS"
22,1,,*rugi-,*rugi-,"PIr. *ruǰa/ika-(?); ON rugr m. ‘rye’, OE ryge m. ‘rye’ < PGm. *rugi-; OFri. rogga, OS"
22,2,,*ruggan-,*ruggan-,"roggo, OHG rocko m. ‘rye’ < *ruggan-; MW ryc, W rhyg m. ‘rye’ <? PC *rukī/i̯o-"
22,2,,*rukī/i̯o-,*rukī/i̯o-,"roggo, OHG rocko m. ‘rye’ < *ruggan-; MW ryc, W rhyg m. ‘rye’ <? PC *rukī/i̯o-"
22,3,,*rugʰ-i-,*rugʰ-i-,The Germanic and Balto-Slavic languages secure a North European formation *rugʰ-i- with
22,4,,*rikī/i̯o-,*rikī/i̯o-,"the meaning ‘rye’. The British word may derive from divergent *rikī/i̯o- or *rukī/i̯o-, if not bor-"
22,4,,*rukī/i̯o-,*rukī/i̯o-,"the meaning ‘rye’. The British word may derive from divergent *rikī/i̯o- or *rukī/i̯o-, if not bor-"
22,10,,*ruʒ́äg.,*ruʒ́äg.,"ruʒ́e̮g, Udm. ʒ́eg, dial. ʒ́iźek, which appear to continue Proto-Permic *ruʒ́äg. In view of the suf-"
22,11,,*-äg,*-äg,"fix *-äg, these have been adduced to substantiate a Proto-Iranian form *ruǰaka- or *ruǰika-"
22,11,,*ruǰaka-,*ruǰaka-,"fix *-äg, these have been adduced to substantiate a Proto-Iranian form *ruǰaka- or *ruǰika-"
22,11,,*ruǰika-,*ruǰika-,"fix *-äg, these have been adduced to substantiate a Proto-Iranian form *ruǰaka- or *ruǰika-"
22,14,,*ruȷ̌ika-,*ruȷ̌ika-,"66; 190:876–7], adduced to substantiate PIIr. *ruȷ̌ika-, rather continue *rārza- [104:283;"
22,14,,*rārza-,*rārza-,"66; 190:876–7], adduced to substantiate PIIr. *ruȷ̌ika-, rather continue *rārza- [104:283;"
22,25,†,*su(e)h₂-ro/eh₂-,†*su(e)h₂-ro/eh₂-,"†*su(e)h₂-ro/eh₂- (*swaH₂-raH [19:79–81]): Oss. I xor ‘grain, barley’, D xwar ‘grain, millet’;"
22,25,,*swaH₂-raH,*swaH₂-raH,"†*su(e)h₂-ro/eh₂- (*swaH₂-raH [19:79–81]): Oss. I xor ‘grain, barley’, D xwar ‘grain, millet’;"
22,27,,*sueh₂-reh₂-,*sueh₂-reh₂-,"Witczak reconstructs (the equivalent of) *sueh₂-reh₂- ~ *suh₂-reh₂- for Baltic, but we are"
22,27,,*suh₂-reh₂-,*suh₂-reh₂-,"Witczak reconstructs (the equivalent of) *sueh₂-reh₂- ~ *suh₂-reh₂- for Baltic, but we are"
22,30,,*hvar-,*hvar-,"derived from the Iranian root *hvar-, cf. YAv. xvar- ‘consume, eat’ < PIIr. *suar-, which is not"
22,30,,*suar-,*suar-,"derived from the Iranian root *hvar-, cf. YAv. xvar- ‘consume, eat’ < PIIr. *suar-, which is not"
