label	line	pdf_page	source_page	context
PGmc.	5587	pdf-274	258	a. PGmc. *witaną ‘to know’ (Old English [OE] witan, Old Norse [ON] vita)
Old English	5587	pdf-274	258	a. PGmc. *witaną ‘to know’ (Old English [OE] witan, Old Norse [ON] vita)
OE	5587	pdf-274	258	a. PGmc. *witaną ‘to know’ (Old English [OE] witan, Old Norse [ON] vita)
Old Norse	5587	pdf-274	258	a. PGmc. *witaną ‘to know’ (Old English [OE] witan, Old Norse [ON] vita)
ON	5587	pdf-274	258	a. PGmc. *witaną ‘to know’ (Old English [OE] witan, Old Norse [ON] vita)
Goth.	5588	pdf-274	258	> Goth. witan
PGmc.	5589	pdf-274	258	b. PGmc. *metaną ‘to measure’ (OE metan; ON meta ‘to evaluate’)
OE	5589	pdf-274	258	b. PGmc. *metaną ‘to measure’ (OE metan; ON meta ‘to evaluate’)
ON	5589	pdf-274	258	b. PGmc. *metaną ‘to measure’ (OE metan; ON meta ‘to evaluate’)
Goth.	5590	pdf-274	258	> Goth. mitan
PGmc.	5591	pdf-274	258	c. PGmc. *silubrą ‘silver’ (OE siolfor, ON silfr) > Goth. silubr
OE	5591	pdf-274	258	c. PGmc. *silubrą ‘silver’ (OE siolfor, ON silfr) > Goth. silubr
ON	5591	pdf-274	258	c. PGmc. *silubrą ‘silver’ (OE siolfor, ON silfr) > Goth. silubr
Goth.	5591	pdf-274	258	c. PGmc. *silubrą ‘silver’ (OE siolfor, ON silfr) > Goth. silubr
PGmc.	5592	pdf-274	258	d. PGmc. *meluk- ‘milk’ (OE meoloc, ON mjǫlk) > Goth. miluks
OE	5592	pdf-274	258	d. PGmc. *meluk- ‘milk’ (OE meoloc, ON mjǫlk) > Goth. miluks
ON	5592	pdf-274	258	d. PGmc. *meluk- ‘milk’ (OE meoloc, ON mjǫlk) > Goth. miluks
Goth.	5592	pdf-274	258	d. PGmc. *meluk- ‘milk’ (OE meoloc, ON mjǫlk) > Goth. miluks
PGmc.	5593	pdf-274	258	e. PGmc. *wiþr- ‘against’ (ON viðr; OE prefix wiðer-) > Goth. wiþra
ON	5593	pdf-274	258	e. PGmc. *wiþr- ‘against’ (ON viðr; OE prefix wiðer-) > Goth. wiþra
OE	5593	pdf-274	258	e. PGmc. *wiþr- ‘against’ (ON viðr; OE prefix wiðer-) > Goth. wiþra
Goth.	5593	pdf-274	258	e. PGmc. *wiþr- ‘against’ (ON viðr; OE prefix wiðer-) > Goth. wiþra
PGmc.	5599	pdf-275	259	f. PGmc. *weþruz ‘yearling’ (OE weðer, ON veðr, both ‘wether’)
OE	5599	pdf-275	259	f. PGmc. *weþruz ‘yearling’ (OE weðer, ON veðr, both ‘wether’)
ON	5599	pdf-275	259	f. PGmc. *weþruz ‘yearling’ (OE weðer, ON veðr, both ‘wether’)
Goth.	5600	pdf-275	259	> Goth. wiþrus ‘lamb’
PGmc.	5601	pdf-275	259	g. PGmc. *widuwōn- ‘widow’ (OE widuwe) > Goth. widuwo
OE	5601	pdf-275	259	g. PGmc. *widuwōn- ‘widow’ (OE widuwe) > Goth. widuwo
Goth.	5601	pdf-275	259	g. PGmc. *widuwōn- ‘widow’ (OE widuwe) > Goth. widuwo
PGmc.	5602	pdf-275	259	h. PGmc. *medumō ‘(the) middle’ (ON mjǫðm; OE deriv. medeme ‘moderate,
ON	5602	pdf-275	259	h. PGmc. *medumō ‘(the) middle’ (ON mjǫðm; OE deriv. medeme ‘moderate,
OE	5602	pdf-275	259	h. PGmc. *medumō ‘(the) middle’ (ON mjǫðm; OE deriv. medeme ‘moderate,
Goth.	5603	pdf-275	259	average’) > Goth. miduma
PGmc.	5604	pdf-275	259	i. PGmc. adj. *midjaz ‘middle’ (OE midd, ON miðr) > Goth. *midis → midjis
OE	5604	pdf-275	259	i. PGmc. adj. *midjaz ‘middle’ (OE midd, ON miðr) > Goth. *midis → midjis
ON	5604	pdf-275	259	i. PGmc. adj. *midjaz ‘middle’ (OE midd, ON miðr) > Goth. *midis → midjis
Goth.	5604	pdf-275	259	i. PGmc. adj. *midjaz ‘middle’ (OE midd, ON miðr) > Goth. *midis → midjis
PGmc.	5605	pdf-275	259	j. PGmc. *fiskaz ‘fish’ (OE fisc, ON fiskr) > Goth. fisks
OE	5605	pdf-275	259	j. PGmc. *fiskaz ‘fish’ (OE fisc, ON fiskr) > Goth. fisks
ON	5605	pdf-275	259	j. PGmc. *fiskaz ‘fish’ (OE fisc, ON fiskr) > Goth. fisks
Goth.	5605	pdf-275	259	j. PGmc. *fiskaz ‘fish’ (OE fisc, ON fiskr) > Goth. fisks
PGmc.	5606	pdf-275	259	k. PGmc. *þreskaną ‘to thresh’ (OE þerscan) > Goth. þriskan
OE	5606	pdf-275	259	k. PGmc. *þreskaną ‘to thresh’ (OE þerscan) > Goth. þriskan
Goth.	5606	pdf-275	259	k. PGmc. *þreskaną ‘to thresh’ (OE þerscan) > Goth. þriskan
PGmc.	5607	pdf-275	259	l. PGmc. *hirdijaz ‘herdsman’ (OE hierde, ON hirðir) > Goth. haírdeis
OE	5607	pdf-275	259	l. PGmc. *hirdijaz ‘herdsman’ (OE hierde, ON hirðir) > Goth. haírdeis
ON	5607	pdf-275	259	l. PGmc. *hirdijaz ‘herdsman’ (OE hierde, ON hirðir) > Goth. haírdeis
Goth.	5607	pdf-275	259	l. PGmc. *hirdijaz ‘herdsman’ (OE hierde, ON hirðir) > Goth. haírdeis
PGmc.	5608	pdf-275	259	m. PGmc. *herdō ‘herd’ (OE heord, ON hjǫrð) > Goth. haírda
OE	5608	pdf-275	259	m. PGmc. *herdō ‘herd’ (OE heord, ON hjǫrð) > Goth. haírda
ON	5608	pdf-275	259	m. PGmc. *herdō ‘herd’ (OE heord, ON hjǫrð) > Goth. haírda
Goth.	5608	pdf-275	259	m. PGmc. *herdō ‘herd’ (OE heord, ON hjǫrð) > Goth. haírda
PGmc.	5609	pdf-275	259	n. PGmc. *wihtiz ‘(living) thing, being’ (OE wiht) > Goth. waíhts ‘thing’
OE	5609	pdf-275	259	n. PGmc. *wihtiz ‘(living) thing, being’ (OE wiht) > Goth. waíhts ‘thing’
Goth.	5609	pdf-275	259	n. PGmc. *wihtiz ‘(living) thing, being’ (OE wiht) > Goth. waíhts ‘thing’
PGmc.	5610	pdf-275	259	o. PGmc. *fehu ‘livestock’ (OE feoh) > Goth. faíhu ‘wealth’ – etc., etc.
OE	5610	pdf-275	259	o. PGmc. *fehu ‘livestock’ (OE feoh) > Goth. faíhu ‘wealth’ – etc., etc.
Goth.	5610	pdf-275	259	o. PGmc. *fehu ‘livestock’ (OE feoh) > Goth. faíhu ‘wealth’ – etc., etc.
PIE	5612	pdf-275	259	(6)  PIE *e, *i > PToch. word-initial *yə; elsewhere *ə with palatalization
PToch.	5612	pdf-275	259	(6)  PIE *e, *i > PToch. word-initial *yə; elsewhere *ə with palatalization
PIE	5614	pdf-275	259	a. PIE aor. subj. *légʰeti ‘(s)he will lie down’ (cf. aor. indic. Homeric
OE	5616	pdf-275	259	OE inf. licgan) > PToch. pres. *lyə́śəṣə ∼ *lyə́śə > Toch. B lyásä-m
PToch.	5616	pdf-275	259	OE inf. licgan) > PToch. pres. *lyə́śəṣə ∼ *lyə́śə > Toch. B lyásä-m
Toch. B	5616	pdf-275	259	OE inf. licgan) > PToch. pres. *lyə́śəṣə ∼ *lyə́śə > Toch. B lyásä-m
Toch. B	5617	pdf-275	259	(with ptcl. *-n, added to all Toch. B primary act. 3sg. forms)
PIE	5618	pdf-275	259	b. PIE *léymon- ∼ *limn-´ ‘lake’ (Greek /leimɔ́:n/ λειμών ‘meadow’,
PToch.	5620	pdf-275	259	→ *límṇ > PToch. *lyə́mə > Toch. A lyäm, Toch. B lyam
Toch. A	5620	pdf-275	259	→ *límṇ > PToch. *lyə́mə > Toch. A lyäm, Toch. B lyam
Toch. B	5620	pdf-275	259	→ *límṇ > PToch. *lyə́mə > Toch. A lyäm, Toch. B lyam
PIE	5621	pdf-275	259	c. PIE aor. subj. *gʷémeti ‘(s)he will step’ (see above)
PToch.	5622	pdf-275	259	> *gʷémesi ∼ *gʷéme > PToch. *śə́məṣə ∼ *śə́mə ‘(s)he will come’
Toch. A	5623	pdf-275	259	> Toch. A śmäṣ, > → Toch. B śman(-ne) ‘it will come (to him)’
Toch. B	5623	pdf-275	259	> Toch. A śmäṣ, > → Toch. B śman(-ne) ‘it will come (to him)’
PIE	5624	pdf-275	259	d. PIE collective *h₁itór ‘goings’ (Greek /itʰmós/ ἰθμός ‘path, road’,
Sanskrit	5625	pdf-275	259	Sanskrit itmám ‘course, path’) > *itór > PToch. *yətár- ‘path, road’
PToch.	5625	pdf-275	259	Sanskrit itmám ‘course, path’) > *itór > PToch. *yətár- ‘path, road’
Toch. A	5626	pdf-275	259	> Toch. A ytär, Toch. B ytārye
Toch. B	5626	pdf-275	259	> Toch. A ytär, Toch. B ytārye
PIE	5627	pdf-275	259	e. PIE *téro- ‘further, more’ (Skt. tirás ‘through, over, across’, Germanic
Skt.	5627	pdf-275	259	e. PIE *téro- ‘further, more’ (Skt. tirás ‘through, over, across’, Germanic
German	5627	pdf-275	259	e. PIE *téro- ‘further, more’ (Skt. tirás ‘through, over, across’, Germanic
Gothic	5628	pdf-275	259	*þer- in Gothic þaírh ‘through’, etc.) > *térə > PToch. *tʸə́rə ‘through’
PToch.	5628	pdf-275	259	*þer- in Gothic þaírh ‘through’, etc.) > *térə > PToch. *tʸə́rə ‘through’
Toch. A	5629	pdf-275	259	> Toch. A tär, Toch. B cär
Toch. B	5629	pdf-275	259	> Toch. A tär, Toch. B cär
Proto-Algonkian	5631	pdf-275	259	(7)  Proto-Algonkian (PA) word-final *e, *i > Cree i, with palatalization of preceding
Cree	5631	pdf-275	259	(7)  Proto-Algonkian (PA) word-final *e, *i > Cree i, with palatalization of preceding
Fox	5633	pdf-275	259	a. PA *po:nime:wa ‘he stops talking to him’ (Fox po:nime:wa) > Cree po:nime:w
Cree	5633	pdf-275	259	a. PA *po:nime:wa ‘he stops talking to him’ (Fox po:nime:wa) > Cree po:nime:w
Fox	5634	pdf-275	259	b. PA *po:ne:leme:wa ‘he stops thinking about him’ (Fox po:ne:neme:wa)
Cree	5635	pdf-275	259	> Cree po:ne:yime:w
Fox	5636	pdf-275	259	c. PA *wa:pimini ‘maize’ (Fox wa:pimini) > Cree wa:pimin ‘white bead’
Cree	5636	pdf-275	259	c. PA *wa:pimini ‘maize’ (Fox wa:pimini) > Cree wa:pimin ‘white bead’
Fox	5637	pdf-275	259	d. PA *aʔsenyali ‘stones’ (Fox asenye:ni) > Cree asiniya
Cree	5637	pdf-275	259	d. PA *aʔsenyali ‘stones’ (Fox asenye:ni) > Cree asiniya
Fox	5638	pdf-275	259	e. PA *po:siko ‘embark! (pl.)’ (Fox po:siko) > Cree po:sik
Cree	5638	pdf-275	259	e. PA *po:siko ‘embark! (pl.)’ (Fox po:siko) > Cree po:sik
Fox	5639	pdf-275	259	f. PA *meʔtekwi ‘stick’ (Fox mehtekwi) > Cree mistik
Cree	5639	pdf-275	259	f. PA *meʔtekwi ‘stick’ (Fox mehtekwi) > Cree mistik
German	5644	pdf-275	259	However, sequences of unrelated sound changes can be used as evidence of shared history if they are long enough, since the probability that two languages have undergone the same sound changes in the same order decreases rapidly with the length of the sequence. Here is a well-known example from Germa
German	5648	pdf-276	260	All the Germanic languages show evidence, direct or indirect, for the following sequence of sound changes, which must have occurred in the order discussed.
Tocharian	5680	pdf-276	260	it and bled it. What is the probability that each of these changes would occur in a given line of descent? We don’t (yet) have enough systematic information about the incidence of particular sound changes to estimate those probabilities, but even informed guesses will be useful (as the reader will s
German	5696	pdf-277	261	all seven sound changes would occur in a single line of descent by sheer chance is the product of the probabilities that each would occur. All we need to do is multiply:.2 ×.3 ×.2 ×.1 ×.5 ×.3 ×.5 =.00009, or about one in 11,111; this already suggests that if such a pattern appears in one language, t
German	5696	pdf-277	261	all seven sound changes would occur in a single line of descent by sheer chance is the product of the probabilities that each would occur. All we need to do is multiply:.2 ×.3 ×.2 ×.1 ×.5 ×.3 ×.5 =.00009, or about one in 11,111; this already suggests that if such a pattern appears in one language, t
German	5698	pdf-277	261	This is a satisfying result, but we should not be blind to two of its less encouraging implications. In the first place, we are doubly lucky in dealing with Germanic, because we happen to have such a wealth of information about that subgroup and because PGmc. happens to have undergone a large number
PGmc.	5698	pdf-277	261	This is a satisfying result, but we should not be blind to two of its less encouraging implications. In the first place, we are doubly lucky in dealing with Germanic, because we happen to have such a wealth of information about that subgroup and because PGmc. happens to have undergone a large number
German	5700	pdf-277	261	For all these reasons morphological innovations should also be used for subgrouping. To continue with our Germanic example, at least the following morphological innovations validate the subgroup: the “weak” past tense formation, characterized by a suffix beginning with a
Tocharian	5716	pdf-278	262	Many traditional historical linguists appear to believe that clean speciation of languages virtually never occurs, so that a Stammbaum is never a justifiable representation of linguistic relationships. Such an extreme position is certainly incorrect. Populations do migrate (though probably not as of
Proto-Algonkian	5736	pdf-280	264	To begin with, consider the fact that a word *paaškesikani ‘gun’ and several related verbs meaning ‘shoot with a gun’ are reconstructable for Proto-Algonkian (PA; Bloomfield 1946: 106, 108, 114) because the terms in several daughter languages match perfectly: cf. e.g. Fox paaškesikani, Cree paaskisi
Fox	5736	pdf-280	264	To begin with, consider the fact that a word *paaškesikani ‘gun’ and several related verbs meaning ‘shoot with a gun’ are reconstructable for Proto-Algonkian (PA; Bloomfield 1946: 106, 108, 114) because the terms in several daughter languages match perfectly: cf. e.g. Fox paaškesikani, Cree paaskisi
Cree	5736	pdf-280	264	To begin with, consider the fact that a word *paaškesikani ‘gun’ and several related verbs meaning ‘shoot with a gun’ are reconstructable for Proto-Algonkian (PA; Bloomfield 1946: 106, 108, 114) because the terms in several daughter languages match perfectly: cf. e.g. Fox paaškesikani, Cree paaskisi
Menomini	5736	pdf-280	264	To begin with, consider the fact that a word *paaškesikani ‘gun’ and several related verbs meaning ‘shoot with a gun’ are reconstructable for Proto-Algonkian (PA; Bloomfield 1946: 106, 108, 114) because the terms in several daughter languages match perfectly: cf. e.g. Fox paaškesikani, Cree paaskisi
PIE	5738	pdf-280	264	Gaps in a reconstructable lexicon present pitfalls of a different kind. We are not surprised to find that no word for ‘iron’ is reconstructable for PIE, because several well-differentiated daughters are already attested at a time when the cultures of the eastern Mediterranean were still in the Bronz
PIE	5738	pdf-280	264	Gaps in a reconstructable lexicon present pitfalls of a different kind. We are not surprised to find that no word for ‘iron’ is reconstructable for PIE, because several well-differentiated daughters are already attested at a time when the cultures of the eastern Mediterranean were still in the Bronz
PIE	5744	pdf-281	265	reconstructable terms could have been used (ibid. p. 35). But Siebert’s comparative material includes no cognates from Blackfoot, which probably separated from the other Algonkian dialects while they were still more or less a single language (see the discussion of Goddard 1994b: 187–9). It follows t
PIE	5746	pdf-281	265	Still another problem is posed by semantic change, which is driven by contingent events to such a degree that we often cannot be certain what the referent of a reconstructed word was in the protolanguage. The most notorious example involves the attempt to use cognates meaning ‘beech’ to locate the “
Latin	5746	pdf-281	265	Still another problem is posed by semantic change, which is driven by contingent events to such a degree that we often cannot be certain what the referent of a reconstructed word was in the protolanguage. The most notorious example involves the attempt to use cognates meaning ‘beech’ to locate the “
German	5746	pdf-281	265	Still another problem is posed by semantic change, which is driven by contingent events to such a degree that we often cannot be certain what the referent of a reconstructed word was in the protolanguage. The most notorious example involves the attempt to use cognates meaning ‘beech’ to locate the “
German	5746	pdf-281	265	Still another problem is posed by semantic change, which is driven by contingent events to such a degree that we often cannot be certain what the referent of a reconstructed word was in the protolanguage. The most notorious example involves the attempt to use cognates meaning ‘beech’ to locate the “
PIE	5748	pdf-281	265	But when all these difficulties and constraints are taken into account, it is still possible to reconstruct some aspects of the culture of a population that spoke a particular protolanguage. Of course, since virtually every statement rests on non-mathematical inferences (as well as on the mathematic
German	5752	pdf-281	265	Using the comparative method we can reconstruct the protolanguages of obvious families, such as Germanic and Slavic, with no difficulty.† We can
PIE	5760	pdf-282	266	then use those first-order protolanguages to help reconstruct their common parent, PIE; that is more difficult, but it is still well within the capacity of the comparative method. It is reasonable to ask how much further back we can carry comparative reconstruction. For instance, the protolanguage r
PIE	5760	pdf-282	266	then use those first-order protolanguages to help reconstruct their common parent, PIE; that is more difficult, but it is still well within the capacity of the comparative method. It is reasonable to ask how much further back we can carry comparative reconstruction. For instance, the protolanguage r
PIE	5760	pdf-282	266	then use those first-order protolanguages to help reconstruct their common parent, PIE; that is more difficult, but it is still well within the capacity of the comparative method. It is reasonable to ask how much further back we can carry comparative reconstruction. For instance, the protolanguage r
German	5762	pdf-282	266	The short answer is no, for a simple and ineluctable reason. In addition to undergoing regular sound changes and changes in their rule systems, all languages steadily replace their lexical items with new, etymologically different words, often borrowed from different languages. Even inflectional mark
PIE	5762	pdf-282	266	The short answer is no, for a simple and ineluctable reason. In addition to undergoing regular sound changes and changes in their rule systems, all languages steadily replace their lexical items with new, etymologically different words, often borrowed from different languages. Even inflectional mark
German	5764	pdf-282	266	It is easy to observe how the loss of inherited vocabulary reduces the material with which relationships might be proved by rough comparison of a basic wordlist in closely related and more distantly related languages – say, English, German, French, and Toch. B. Table 11.1 is such a list of 115 words
French	5764	pdf-282	266	It is easy to observe how the loss of inherited vocabulary reduces the material with which relationships might be proved by rough comparison of a basic wordlist in closely related and more distantly related languages – say, English, German, French, and Toch. B. Table 11.1 is such a list of 115 words
Toch. B	5764	pdf-282	266	It is easy to observe how the loss of inherited vocabulary reduces the material with which relationships might be proved by rough comparison of a basic wordlist in closely related and more distantly related languages – say, English, German, French, and Toch. B. Table 11.1 is such a list of 115 words
ON	5766	pdf-282	266	26. The English word was borrowed from ON and is therefore not strictly cognate
French	5768	pdf-282	266	(though the Norse word is cognate with the others).63. The English word was borrowed from Old French.77. The English word was borrowed from ON (though the Norse word is a
ON	5768	pdf-282	266	(though the Norse word is cognate with the others).63. The English word was borrowed from Old French.77. The English word was borrowed from ON (though the Norse word is a
German	5770	pdf-282	266	root-cognate with the others).78. Both the English and the German words were borrowed from Old French.96. This is the only item with two different cognate sets.102. The Toch. B form has undergone metathesis of its stop consonants (see
French	5770	pdf-282	266	root-cognate with the others).78. Both the English and the German words were borrowed from Old French.96. This is the only item with two different cognate sets.102. The Toch. B form has undergone metathesis of its stop consonants (see
Toch. B	5770	pdf-282	266	root-cognate with the others).78. Both the English and the German words were borrowed from Old French.96. This is the only item with two different cognate sets.102. The Toch. B form has undergone metathesis of its stop consonants (see
French	5772	pdf-282	266	the discussion of metathesis in Chapter 6); French langue < Latin lingua was
Latin	5772	pdf-282	266	the discussion of metathesis in Chapter 6); French langue < Latin lingua was
Latin	5774	pdf-282	266	altered by lexical analogy with lingere ‘to lick’ (the Old Latin form, preserved
German	5776	pdf-282	266	by grammarians, was the fully cognate dingua). As can be seen even on first inspection, English and German share far more words than any other pair of these languages (eighty-two by our count); that is not surprising, since they have been diverging for at most two millennia or so. (Of course if we a
French	5779	pdf-282	266	20. French chien < Latin canis is not a reflex of PIE *ḱwō, *ḱwón- ∼ *kun-
Latin	5779	pdf-282	266	20. French chien < Latin canis is not a reflex of PIE *ḱwō, *ḱwón- ∼ *kun-
PIE	5779	pdf-282	266	20. French chien < Latin canis is not a reflex of PIE *ḱwō, *ḱwón- ∼ *kun-
German	5789	pdf-283	267	English       German       French       Toch. B
French	5789	pdf-283	267	English       German       French       Toch. B
Toch. B	5789	pdf-283	267	English       German       French       Toch. B
German	5842	pdf-284	268	English       German      French       Toch. B
French	5842	pdf-284	268	English       German      French       Toch. B
Toch. B	5842	pdf-284	268	English       German      French       Toch. B
German	5895	pdf-285	269	English       German       French         Toch. B
French	5895	pdf-285	269	English       German       French         Toch. B
Toch. B	5895	pdf-285	269	English       German       French         Toch. B
Toch. B	5925	pdf-285	269	scription; Toch. B words are cited in the conventional transliteration, which is close
French	5930	pdf-285	269	contrast, French shares only forty-two cognates with German and thirty-eight
German	5930	pdf-285	269	contrast, French shares only forty-two cognates with German and thirty-eight
German	5932	pdf-285	269	been a little less conservative than German in replacing basic words); that is
German	5933	pdf-285	269	also not surprising, since when English and German were still dialects of West
German	5934	pdf-285	269	Germanic that language had been diverging from Latin (the contemporary parent
Latin	5934	pdf-285	269	Germanic that language had been diverging from Latin (the contemporary parent
French	5935	pdf-285	269	of French) for at least two and possibly as much as three millennia. Somewhat
Toch. B	5936	pdf-285	269	surprisingly, Toch. B shows almost as many agreements with the Germanic
German	5936	pdf-285	269	surprisingly, Toch. B shows almost as many agreements with the Germanic
German	5942	pdf-286	270	languages – thirty-six with English, thirty-seven with German – in spite of the gaps in its attested vocabulary. But that could be partly a result of the fact that our attested Toch. B documents were written a millennium or so ago, so that the language had not had as much time to lose inherited word
Toch. B	5942	pdf-286	270	languages – thirty-six with English, thirty-seven with German – in spite of the gaps in its attested vocabulary. But that could be partly a result of the fact that our attested Toch. B documents were written a millennium or so ago, so that the language had not had as much time to lose inherited word
French	5942	pdf-286	270	languages – thirty-six with English, thirty-seven with German – in spite of the gaps in its attested vocabulary. But that could be partly a result of the fact that our attested Toch. B documents were written a millennium or so ago, so that the language had not had as much time to lose inherited word
Tocharian	5942	pdf-286	270	languages – thirty-six with English, thirty-seven with German – in spite of the gaps in its attested vocabulary. But that could be partly a result of the fact that our attested Toch. B documents were written a millennium or so ago, so that the language had not had as much time to lose inherited word
Tocharian	5942	pdf-286	270	languages – thirty-six with English, thirty-seven with German – in spite of the gaps in its attested vocabulary. But that could be partly a result of the fact that our attested Toch. B documents were written a millennium or so ago, so that the language had not had as much time to lose inherited word
Latin	5946	pdf-286	270	Probably the oldest response to the problem of chance resemblances is to deny that words and affixes of different languages resemble one another both in sound and in meaning by chance with any appreciable frequency; that is the de facto response of the older “Nostraticists” (Vladimir Illich-Svitych,
Latin	5946	pdf-286	270	Probably the oldest response to the problem of chance resemblances is to deny that words and affixes of different languages resemble one another both in sound and in meaning by chance with any appreciable frequency; that is the de facto response of the older “Nostraticists” (Vladimir Illich-Svitych,
Middle English	5946	pdf-286	270	Probably the oldest response to the problem of chance resemblances is to deny that words and affixes of different languages resemble one another both in sound and in meaning by chance with any appreciable frequency; that is the de facto response of the older “Nostraticists” (Vladimir Illich-Svitych,
OE	5946	pdf-286	270	Probably the oldest response to the problem of chance resemblances is to deny that words and affixes of different languages resemble one another both in sound and in meaning by chance with any appreciable frequency; that is the de facto response of the older “Nostraticists” (Vladimir Illich-Svitych,
PGmc.	5946	pdf-286	270	Probably the oldest response to the problem of chance resemblances is to deny that words and affixes of different languages resemble one another both in sound and in meaning by chance with any appreciable frequency; that is the de facto response of the older “Nostraticists” (Vladimir Illich-Svitych,
Goth.	5946	pdf-286	270	Probably the oldest response to the problem of chance resemblances is to deny that words and affixes of different languages resemble one another both in sound and in meaning by chance with any appreciable frequency; that is the de facto response of the older “Nostraticists” (Vladimir Illich-Svitych,
Proto-Indo-European	5946	pdf-286	270	Probably the oldest response to the problem of chance resemblances is to deny that words and affixes of different languages resemble one another both in sound and in meaning by chance with any appreciable frequency; that is the de facto response of the older “Nostraticists” (Vladimir Illich-Svitych,
Toch. B	5950	pdf-287	271	**Table 11.2 The six words in which English initial /f/ matches Toch. B /p/**
Toch. B	5953	pdf-287	271	English   Toch. B
Toch. B	5962	pdf-287	271	To move beyond these general considerations we need to find a way to estimate, at least roughly, the probability of chance resemblances between specific pairs of words. Let us look again at the comparative list given above. Suppose we want to compare the initial consonants of the English and Toch. B
Toch. B	5962	pdf-287	271	To move beyond these general considerations we need to find a way to estimate, at least roughly, the probability of chance resemblances between specific pairs of words. Let us look again at the comparative list given above. Suppose we want to compare the initial consonants of the English and Toch. B
Toch. B	5962	pdf-287	271	To move beyond these general considerations we need to find a way to estimate, at least roughly, the probability of chance resemblances between specific pairs of words. Let us look again at the comparative list given above. Suppose we want to compare the initial consonants of the English and Toch. B
Toch. B	5962	pdf-287	271	To move beyond these general considerations we need to find a way to estimate, at least roughly, the probability of chance resemblances between specific pairs of words. Let us look again at the comparative list given above. Suppose we want to compare the initial consonants of the English and Toch. B
Toch. B	5962	pdf-287	271	To move beyond these general considerations we need to find a way to estimate, at least roughly, the probability of chance resemblances between specific pairs of words. Let us look again at the comparative list given above. Suppose we want to compare the initial consonants of the English and Toch. B
Toch. B	5962	pdf-287	271	To move beyond these general considerations we need to find a way to estimate, at least roughly, the probability of chance resemblances between specific pairs of words. Let us look again at the comparative list given above. Suppose we want to compare the initial consonants of the English and Toch. B
Toch. B	5988	pdf-288	272	n is 10, and R is 12; the distribution is given in Table 11.3. So if the lists were randomly arranged we would expect to find 5 or fewer items with English initial /f/ matching Toch. B initial /p/ in 999,918 out of every 1,000,000 repetitions of this experiment, and therefore 6 or more such items in
Toch. B	5988	pdf-288	272	n is 10, and R is 12; the distribution is given in Table 11.3. So if the lists were randomly arranged we would expect to find 5 or fewer items with English initial /f/ matching Toch. B initial /p/ in 999,918 out of every 1,000,000 repetitions of this experiment, and therefore 6 or more such items in
Toch. B	5992	pdf-288	272	The intuitive response to this problem is to “get more evidence,” but that intuition is counterproductive. What matters is the proportion of regular sound correspondences in a list comparison, not the absolute number; and we are looking for regular correspondences in the hope that many of the items 
Toch. B	5992	pdf-288	272	The intuitive response to this problem is to “get more evidence,” but that intuition is counterproductive. What matters is the proportion of regular sound correspondences in a list comparison, not the absolute number; and we are looking for regular correspondences in the hope that many of the items 
Toch. B	6006	pdf-289	273	21 – subtracting the word beginning with /b/ for which the Toch. B translation is unknown – whereas there are only 10 /f/’s), and it will be that much harder to “beat the odds” with any given number of tokens of the correspondence; in this case we add 11 word-pairs but only 2 new examples of the cor
Toch. B	6006	pdf-289	273	21 – subtracting the word beginning with /b/ for which the Toch. B translation is unknown – whereas there are only 10 /f/’s), and it will be that much harder to “beat the odds” with any given number of tokens of the correspondence; in this case we add 11 word-pairs but only 2 new examples of the cor
Toch. B	6008	pdf-289	273	A better response is to decrease the amount of evidence used – specifically, to shorten the length of the wordlists so that they include only those items believed to be replaced at the lowest rate over many millennia. But it turns out that decreasing N in the equation given above actually makes it h
Toch. B	6008	pdf-289	273	A better response is to decrease the amount of evidence used – specifically, to shorten the length of the wordlists so that they include only those items believed to be replaced at the lowest rate over many millennia. But it turns out that decreasing N in the equation given above actually makes it h
Toch. B	6008	pdf-289	273	A better response is to decrease the amount of evidence used – specifically, to shorten the length of the wordlists so that they include only those items believed to be replaced at the lowest rate over many millennia. But it turns out that decreasing N in the equation given above actually makes it h
Toch. B	6022	pdf-290	274	How, then, can we extract more information from a finite list? To begin with, we might try to calculate the chance probability of occurrence not of just one recurrent correspondence in a given phonotactic position (say, word-initially), but of a whole set of recurrent correspondences in that positio
Tocharian	6022	pdf-290	274	How, then, can we extract more information from a finite list? To begin with, we might try to calculate the chance probability of occurrence not of just one recurrent correspondence in a given phonotactic position (say, word-initially), but of a whole set of recurrent correspondences in that positio
PIE	6072	pdf-295	279	**Table 11.6 Subject person-and-number markers in Central Sierra Miwok and PIE**
PIE	6075	pdf-295	279	PIE
Latin	6085	pdf-295	279	be reconstructed for Proto-Miwok” (Callaghan 1986: 187). Callaghan points out that the longer forms of the Proto-Eastern Miwok person markers (used when followed by other suffixes) actually resemble the IE forms less, so it is clear that this is a case of convergent evolution; she suggests that “thi
German	6091	pdf-295	279	2. Celtic and Germanic do share a word for ‘iron’, reconstructable as *īsarnom; it was probably borrowed from Celtic into Proto-Germanic (Cowgill 1986: 68, fn. 10). But Latin ferrum, Greek σίδηρος /sídɛ:ros/, etc. have nothing to do with the Celtic word or with each other; Sanskrit áyas, Avestan aii
