collation_priority	entry_id	pdf_page_start	entry_heading	fields_to_check	reason	ninth_pass_status	ninth_pass_action	corrected_heading	rendered_page_available	tenth_pass_status	tenth_pass_action	eleventh_pass_status	eleventh_pass_action
3-low	31	42	aesculus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	33	42	aestimo, -are	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	36	43	agna	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	42	47	alea	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	46	47	alium	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	63	53	amoenus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	91	62	aqua	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	93	63	aquilus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	95	63	araneus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	96	64	arbiter, -trl'eye-witness; judge'	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	100	65	arcessō, -ere / accersō, -ere	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	101	66	arcus, -us	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	102	66	ardea	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	112	70	aruina	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	116	71	asinus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	119	72	assyr	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	122	73	astus, -us	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	127	74	audeo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	131	76	auriga	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;starred-form-with-digit;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	138	78	avena	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	144	81	baca	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	145	81	badius	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period; PIE field may include explanatory prose	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	151	83	barba	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	155	84	belua	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	157	84	berber'?'	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	169	90	bubo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	170	90	bucca	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	171	90	būfō	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	172	91	-bulcus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	183	95	caenum	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	190	97	caleō 'to be warm'	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	191	97	calidus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	193	97	calix, -icis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	200	100	calx, -cis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	201	100	campus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	203	101	candeō	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	211	104	capsa	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	213	105	caput, -itis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	214	105	carbo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	216	106	cardo, -inis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	220	107	carina	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	225	109	carro, -crc	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	229	110	cSseus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	230	111	cassis, -idis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	235	112	caterva	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	236	112	catinus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	237	112	catulus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	241	113	caulae	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	243	114	caupo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	244	114	caurus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	245	114	causa	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;starred-form-with-digit;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	253	118	cella	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	263	122	-ceps, -cu/ipis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	262	122	cepa	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	264	122	cēra	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;starred-form-with-digit;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	274	126	ceu	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	276	126	cibus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	280	127	ciconia	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-laryngeal;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	283	128	cilium	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	287	129	cippus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	288	129	circus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	290	130	citrus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	291	130	civis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	294	132	(Lucr.+); claritudo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	297	132	claudus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	300	133	clemSns, -tis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	302	134	cliens, -us	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	303	134	dingo, -ere	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	305	135	clipeus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	316	140	color	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	317	140	colubra	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	318	140	colum	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	319	140	columba	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	320	141	columen, -inis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	322	142	com-, con-, co-; cum	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period; IE cognates field may include explanatory prose	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	324	143	comes, -itis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	328	144	coniveo	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	333	146	contio	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	334	146	contra	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period; PIE field may include explanatory prose	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	336	147	contumetia	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	337	147	convexus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period; PIE field may include explanatory prose	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	341	149	corbis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	343	150	corium	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	346	151	cornus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	348	152	corrigia	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	349	152	cortex, -icis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	354	154	costa	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	358	155	crassus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	359	155	cratis, -is	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	362	156	U. krenkatrum, krikatru, cringatro [acc.sg.]	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	361	156	cremō, -āre	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;starred-form-with-digit;contains-symbol-or-ocr-risk;possible-missing-abbrev-period; bibliography marker may be captured in linguistic field	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	365	157	crepo, -are	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	369	159	crinis chair of the head'	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	379	161	crux, -cis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	381	162	cuculus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	387	164	culex, -icis	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	388	164	culleus	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	392	165	cuius	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	394	166	-cumbo, -ere; cube, -are	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	397	167	cunctor, -art	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	399	168	cuneus 'wedge, plug; closely packed formation'	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
3-low	401	168	cunnus 'vagina'	entry_forms;proto_italic;italic_cognates;pie;ie_cognates;bibliography	contains-greek;contains-symbol-or-ocr-risk;possible-missing-abbrev-period	still-flagged-for-manual-collation	retained in worklist		no	carried-forward	requires full manual visual collation for character authority	carried-forward	requires full manual visual collation for character authority
